Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Wilson,Newcastle,FWD,2%,90%,£7.3m,Aston Villa (H),10%,40%,46%,N
Zaha,Crystal Palace,MID,23%,90%,£7.6m,Southampton (H),18%,33%,46%,N
Wissa,Brentford,MID,0%,50%,£5.4m,Wolves (H),16%,34%,45%,N
Foden,Man City,MID,28%,90%,£8.5m,Leicester (a),20%,31%,45%,N
Antony,Man Utd,MID,10%,90%,£7.6m,West Ham (H),20%,30%,45%,N
Edouard,Crystal Palace,FWD,3%,80%,£5.4m,Southampton (H),14%,33%,43%,N
Fabio Vieira,Arsenal,MID,0%,20%,£5.7m,Nott'm Forest (H),17%,29%,41%,N
Bernardo,Man City,MID,9%,90%,£6.9m,Leicester (a),25%,21%,41%,N
Sancho,Man Utd,MID,5%,80%,£7.2m,West Ham (H),22%,23%,41%,N
Jones,Liverpool,MID,0%,40%,£4.9m,Leeds (H),24%,21%,40%,N
Wood,Newcastle,FWD,1%,10%,£5.6m,Aston Villa (H),8%,35%,40%,N
Rashford,Man Utd,MID,16%,90%,£6.6m,West Ham (H),16%,28%,40%,N
Elliott,Liverpool,MID,1%,70%,£5.0m,Leeds (H),20%,23%,39%,N
Mateta,Crystal Palace,FWD,0%,30%,£5.2m,Southampton (H),11%,31%,39%,N
Calvert-Lewin,Everton,FWD,1%,80%,£7.9m,Fulham (a),9%,32%,38%,N
Aubameyang,Chelsea,FWD,2%,80%,£8.9m,Brighton (a),11%,29%,37%,N
Alexander-Arnold,Liverpool,DEF,20%,90%,£7.2m,Leeds (H),28%,12%,37%,N
Broja,Chelsea,FWD,1%,10%,£5.3m,Brighton (a),12%,27%,36%,N
Sterling,Chelsea,MID,6%,80%,£9.8m,Brighton (a),14%,25%,36%,N
Maupay,Everton,FWD,1%,20%,£6.1m,Fulham (a),10%,29%,36%,N
Mbeumo,Brentford,FWD,2%,90%,£5.8m,Wolves (H),17%,22%,35%,N
Gundogan,Man City,MID,2%,50%,£7.3m,Leicester (a),16%,22%,35%,N
Eriksen,Man Utd,MID,3%,60%,£6.3m,West Ham (H),22%,14%,34%,N
Diego Costa,Wolves,FWD,1%,60%,£5.5m,Brentford (a),11%,25%,33%,N
Wilson,Fulham,MID,0%,60%,£5.7m,Everton (H),16%,20%,33%,N
Adams,Southampton,FWD,1%,60%,£6.4m,Crystal Palace (a),13%,22%,33%,N
Undav,Brighton,FWD,0%,20%,£5.1m,Chelsea (H),10%,25%,33%,N
Mount,Chelsea,MID,10%,90%,£7.7m,Brighton (a),16%,20%,33%,N
Gross,Brighton,MID,15%,90%,£5.6m,Chelsea (H),21%,14%,33%,N
Podence,Wolves,MID,1%,80%,£5.4m,Brentford (a),17%,18%,33%,N
Gordon,Everton,MID,2%,90%,£5.4m,Fulham (a),13%,22%,32%,N
Trossard,Brighton,MID,18%,90%,£6.8m,Chelsea (H),14%,21%,32%,N
Havertz,Chelsea,FWD,2%,40%,£7.7m,Brighton (a),12%,23%,32%,N
James,Fulham,MID,0%,20%,£6.0m,Everton (H),17%,18%,32%,N
Canos,Brentford,DEF,0%,20%,£5.0m,Wolves (H),18%,17%,32%,N
Welbeck,Brighton,FWD,1%,80%,£6.5m,Chelsea (H),9%,25%,32%,N
Pulisic,Chelsea,MID,1%,10%,£5.7m,Brighton (a),14%,20%,32%,N
Elanga,Man Utd,MID,1%,10%,£4.8m,West Ham (H),14%,20%,32%,N
Guedes,Wolves,MID,0%,30%,£6.0m,Brentford (a),14%,20%,32%,N
Fraser,Newcastle,MID,0%,20%,£5.2m,Aston Villa (H),17%,17%,32%,N
Robertson,Liverpool,DEF,4%,90%,£6.7m,Leeds (H),25%,8%,31%,N
Lucas Moura,Spurs,MID,0%,70%,£5.8m,Bournemouth (a),13%,21%,31%,N
Perisic,Spurs,DEF,24%,60%,£5.5m,Bournemouth (a),17%,17%,31%,N
De Cordova-Reid,Fulham,MID,0%,90%,£5.5m,Everton (H),17%,17%,31%,N
Olise,Crystal Palace,MID,0%,70%,£5.4m,Southampton (H),20%,14%,31%,N
Scamacca,West Ham,FWD,2%,80%,£6.8m,Man Utd (a),10%,23%,31%,N
Murphy,Newcastle,MID,4%,60%,£4.3m,Aston Villa (H),18%,15%,31%,N
Damsgaard,Brentford,MID,0%,20%,£5.2m,Wolves (H),16%,18%,31%,N
Vardy,Leicester,FWD,2%,30%,£9.1m,Man City (H),10%,23%,31%,N
Rodrigo,Leeds,MID,6%,70%,£6.3m,Liverpool (a),11%,22%,31%,N
Xhaka,Arsenal,MID,4%,90%,£5.1m,Nott'm Forest (H),16%,17%,31%,N
Coutinho,Aston Villa,MID,4%,40%,£6.6m,Newcastle (a),16%,17%,31%,N
Kebano,Fulham,MID,0%,40%,£5.4m,Everton (H),16%,17%,31%,N
Watkins,Aston Villa,FWD,2%,90%,£7.2m,Newcastle (a),12%,21%,31%,N
Gray,Everton,MID,1%,80%,£5.4m,Fulham (a),13%,20%,31%,N
Bowen,West Ham,MID,5%,60%,£8.2m,Man Utd (a),13%,20%,31%,N
Bamford,Leeds,FWD,0%,30%,£7.2m,Liverpool (a),9%,23%,30%,N
Antonio,West Ham,FWD,2%,20%,£7.0m,Man Utd (a),12%,21%,30%,N
Solanke,Bournemouth,FWD,3%,80%,£5.8m,Spurs (H),8%,24%,30%,N
Willian,Fulham,MID,0%,80%,£5.5m,Everton (H),16%,17%,30%,N
McNeil,Everton,MID,0%,30%,£5.2m,Fulham (a),18%,14%,30%,N
Cancelo,Man City,DEF,56%,90%,£7.4m,Leicester (a),22%,10%,30%,N
Ings,Aston Villa,FWD,1%,70%,£6.6m,Newcastle (a),9%,22%,30%,N
Mara,Southampton,FWD,0%,20%,£5.3m,Crystal Palace (a),9%,22%,29%,N
Hwang,Wolves,MID,0%,60%,£5.7m,Brentford (a),11%,20%,29%,N
Bruno Guimaraes,Newcastle,MID,5%,90%,£5.7m,Aston Villa (H),16%,15%,29%,N
Vinicius,Fulham,FWD,0%,10%,£5.5m,Everton (H),0%,29%,29%,N
R.Sessegnon,Spurs,DEF,1%,60%,£4.5m,Bournemouth (a),20%,11%,29%,N
Daka,Leicester,FWD,1%,60%,£5.7m,Man City (H),9%,21%,29%,N
Christie,Bournemouth,MID,0%,80%,£5.3m,Spurs (H),16%,14%,28%,N
Eze,Crystal Palace,MID,5%,90%,£5.7m,Southampton (H),16%,14%,28%,N
Adama,Wolves,MID,0%,70%,£5.5m,Brentford (a),16%,14%,28%,N
Moore,Bournemouth,FWD,1%,30%,£5.4m,Spurs (H),9%,21%,28%,N
Andreas,Fulham,MID,26%,90%,£4.6m,Everton (H),17%,13%,28%,N
Cairney,Fulham,MID,0%,20%,£4.7m,Everton (H),17%,13%,28%,N
Ward-Prowse,Southampton,MID,6%,90%,£6.3m,Crystal Palace (a),13%,17%,28%,N
Rodri,Man City,MID,2%,90%,£5.7m,Leicester (a),16%,13%,27%,N
Gelhardt,Leeds,FWD,0%,20%,£5.2m,Liverpool (a),9%,20%,27%,N
Tierney,Arsenal,DEF,1%,40%,£4.8m,Nott'm Forest (H),20%,8%,27%,N
Ayew,Crystal Palace,MID,0%,70%,£5.4m,Southampton (H),14%,14%,27%,N
Benrahma,West Ham,MID,1%,80%,£5.6m,Man Utd (a),14%,14%,27%,N
Iheanacho,Leicester,FWD,0%,10%,£6.1m,Man City (H),10%,18%,27%,N
Buendia,Aston Villa,MID,0%,60%,£5.7m,Newcastle (a),14%,14%,27%,N
Tsimikas,Liverpool,DEF,1%,10%,£4.5m,Leeds (H),20%,8%,26%,N
Joelinton,Newcastle,MID,1%,80%,£5.9m,Aston Villa (H),11%,17%,26%,N
Milner,Liverpool,MID,1%,50%,£4.4m,Leeds (H),16%,12%,26%,N
Mac Allister,Brighton,MID,5%,90%,£5.5m,Chelsea (H),7%,20%,26%,N
Gallagher,Chelsea,MID,1%,40%,£5.7m,Brighton (a),14%,13%,26%,N
Bailey,Aston Villa,MID,5%,70%,£4.6m,Newcastle (a),12%,15%,26%,N
A.Armstrong,Southampton,FWD,1%,60%,£5.5m,Crystal Palace (a),9%,18%,26%,N
Trippier,Newcastle,DEF,61%,90%,£5.8m,Aston Villa (H),17%,10%,25%,N
Iwobi,Everton,MID,2%,90%,£5.5m,Fulham (a),14%,13%,25%,N
Sinisterra,Leeds,MID,1%,80%,£6.5m,Liverpool (a),10%,17%,25%,N
Almiron,Newcastle,MID,17%,90%,£5.4m,Aston Villa (H),8%,18%,25%,N
Tavernier,Bournemouth,MID,0%,80%,£4.9m,Spurs (H),14%,12%,25%,N
Shelvey,Newcastle,MID,0%,20%,£4.8m,Aston Villa (H),13%,13%,24%,N
Barnes,Leicester,MID,2%,80%,£6.9m,Man City (H),13%,13%,24%,N
Zinchenko,Arsenal,DEF,8%,20%,£5.0m,Nott'm Forest (H),16%,9%,24%,N
Harrison,Leeds,MID,3%,90%,£5.9m,Liverpool (a),11%,14%,24%,N
Maddison,Leicester,MID,9%,80%,£8.2m,Man City (H),11%,14%,24%,N
Billing,Bournemouth,MID,1%,90%,£5.3m,Spurs (H),9%,15%,24%,N
Aaronson,Leeds,MID,1%,90%,£5.5m,Liverpool (a),13%,12%,23%,N
Elyounoussi,Southampton,MID,0%,80%,£5.2m,Crystal Palace (a),10%,14%,23%,N
Schlupp,Crystal Palace,MID,0%,60%,£4.8m,Southampton (H),12%,13%,23%,N
Greenwood,Leeds,FWD,10%,10%,£4.2m,Liverpool (a),9%,15%,23%,N
Bentancur,Spurs,MID,1%,90%,£5.4m,Bournemouth (a),17%,7%,23%,N
Henderson,Liverpool,MID,1%,40%,£5.3m,Leeds (H),13%,11%,23%,N
Fabinho,Liverpool,MID,1%,80%,£5.3m,Leeds (H),7%,17%,23%,N
Thiago,Liverpool,MID,1%,60%,£5.2m,Leeds (H),12%,12%,22%,N
Jensen,Brentford,MID,2%,90%,£4.9m,Wolves (H),14%,9%,22%,N
Anthony,Bournemouth,MID,0%,20%,£5.3m,Spurs (H),11%,13%,22%,N
Jorginho,Chelsea,MID,3%,80%,£5.9m,Brighton (a),8%,15%,22%,N
Lanzini,West Ham,MID,0%,40%,£5.1m,Man Utd (a),12%,11%,22%,N
Edozie,Southampton,MID,0%,20%,£4.8m,Crystal Palace (a),11%,12%,22%,N
Partey,Arsenal,MID,1%,90%,£4.8m,Nott'm Forest (H),10%,13%,22%,N
Fornals,West Ham,MID,1%,70%,£5.1m,Man Utd (a),10%,13%,22%,N
Awoniyi,Nott'm Forest,FWD,1%,50%,£5.7m,Arsenal (a),7%,15%,21%,N
Aribo,Southampton,MID,0%,90%,£5.3m,Crystal Palace (a),6%,16%,21%,N
March,Brighton,MID,1%,90%,£5.0m,Chelsea (H),14%,8%,21%,N
Summerville,Leeds,MID,0%,20%,£4.4m,Liverpool (a),9%,13%,21%,N
Willock,Newcastle,MID,1%,50%,£4.9m,Aston Villa (H),9%,13%,21%,N
Dennis,Nott'm Forest,FWD,0%,20%,£5.8m,Arsenal (a),7%,14%,21%,N
Neves,Wolves,MID,2%,90%,£5.5m,Brentford (a),8%,14%,21%,N
McGinn,Aston Villa,MID,1%,50%,£5.2m,Newcastle (a),11%,11%,20%,N
Surridge,Nott'm Forest,FWD,1%,10%,£4.8m,Arsenal (a),7%,14%,20%,N
Fred,Man Utd,MID,1%,30%,£5.1m,West Ham (H),10%,11%,20%,N
Hojbjerg,Spurs,MID,3%,90%,£5.5m,Bournemouth (a),12%,9%,20%,N
Onyeka,Brentford,MID,0%,50%,£4.8m,Wolves (H),11%,10%,20%,N
S.Armstrong,Southampton,MID,0%,70%,£4.8m,Crystal Palace (a),8%,13%,20%,N
Dasilva,Brentford,MID,5%,30%,£4.3m,Wolves (H),7%,13%,20%,N
Garner,Everton,MID,0%,10%,£4.5m,Fulham (a),13%,8%,20%,N
Sambi,Arsenal,MID,0%,20%,£4.4m,Nott'm Forest (H),9%,12%,20%,N
Milivojevic,Crystal Palace,MID,1%,20%,£4.3m,Southampton (H),9%,11%,20%,N
Emerson Royal,Spurs,DEF,2%,60%,£4.9m,Bournemouth (a),12%,8%,19%,N
Matheus,Wolves,MID,0%,90%,£5.0m,Brentford (a),10%,10%,19%,N
Lallana,Brighton,MID,0%,50%,£4.9m,Chelsea (H),8%,12%,19%,N
Tielemans,Leicester,MID,2%,90%,£6.3m,Man City (H),8%,12%,19%,N
A.Doucoure,Everton,MID,0%,10%,£5.3m,Fulham (a),9%,11%,19%,N
Gibbs-White,Nott'm Forest,MID,0%,90%,£5.5m,Arsenal (a),9%,11%,19%,N
Johnson,Nott'm Forest,FWD,1%,60%,£5.7m,Arsenal (a),8%,12%,19%,N
Shaw,Man Utd,DEF,1%,80%,£4.7m,West Ham (H),14%,5%,19%,N
Chilwell,Chelsea,DEF,4%,80%,£5.9m,Brighton (a),11%,8%,19%,N
Loftus-Cheek,Chelsea,MID,0%,70%,£5.0m,Brighton (a),11%,8%,19%,N
Baptiste,Brentford,MID,0%,30%,£4.5m,Wolves (H),10%,9%,18%,N
Doherty,Spurs,DEF,1%,50%,£4.6m,Bournemouth (a),10%,9%,18%,N
Rothwell,Bournemouth,MID,0%,20%,£4.9m,Spurs (H),12%,7%,18%,N
Casemiro,Man Utd,MID,2%,80%,£4.9m,West Ham (H),8%,11%,18%,N
S.Longstaff,Newcastle,MID,2%,80%,£4.4m,Aston Villa (H),8%,10%,18%,N
Ramsey,Aston Villa,MID,1%,50%,£5.2m,Newcastle (a),5%,13%,18%,N
Lingard,Nott'm Forest,MID,2%,70%,£5.5m,Arsenal (a),7%,11%,18%,N
Klich,Leeds,MID,0%,20%,£4.7m,Liverpool (a),9%,9%,18%,N
Praet,Leicester,MID,0%,10%,£4.8m,Man City (H),10%,8%,18%,N
Lamptey,Brighton,DEF,1%,30%,£4.3m,Chelsea (H),13%,5%,18%,N
McTominay,Man Utd,MID,0%,30%,£4.9m,West Ham (H),8%,11%,18%,N
Albrighton,Leicester,MID,0%,10%,£4.7m,Man City (H),11%,7%,17%,N
Van Dijk,Liverpool,DEF,15%,90%,£6.5m,Leeds (H),5%,13%,17%,N
Targett,Newcastle,DEF,1%,20%,£4.9m,Aston Villa (H),14%,4%,17%,N
Vinagre,Everton,DEF,0%,10%,£4.3m,Fulham (a),11%,7%,17%,N
Palhinha,Fulham,MID,0%,90%,£5.0m,Everton (H),7%,10%,17%,N
Tomiyasu,Arsenal,DEF,1%,50%,£4.2m,Nott'm Forest (H),12%,5%,17%,N
Cucurella,Chelsea,DEF,10%,90%,£5.1m,Brighton (a),13%,4%,17%,N
Janelt,Brentford,MID,0%,90%,£5.5m,Wolves (H),7%,10%,16%,N
Gabriel,Arsenal,DEF,10%,90%,£5.1m,Nott'm Forest (H),5%,12%,16%,N
Dalot,Man Utd,DEF,11%,90%,£4.7m,West Ham (H),11%,6%,16%,N
Riedewald,Crystal Palace,MID,0%,20%,£4.4m,Southampton (H),9%,8%,16%,N
C.Doucoure,Crystal Palace,MID,0%,90%,£5.0m,Southampton (H),9%,7%,16%,N
Lewis,Man City,DEF,0%,10%,£3.9m,Leicester (a),9%,7%,16%,N
Sergio Gomez,Man City,DEF,0%,10%,£4.5m,Leicester (a),9%,7%,16%,N
Caicedo,Brighton,MID,0%,90%,£5.0m,Chelsea (H),7%,8%,15%,N
Cresswell,West Ham,DEF,3%,90%,£4.8m,Man Utd (a),12%,4%,15%,N
Moutinho,Wolves,MID,0%,80%,£4.8m,Brentford (a),11%,5%,15%,N
Henry,Brentford,DEF,1%,90%,£4.5m,Wolves (H),9%,7%,15%,N
Kovacic,Chelsea,MID,0%,70%,£4.9m,Brighton (a),9%,7%,15%,N
Onana,Everton,MID,0%,90%,£4.9m,Fulham (a),6%,9%,15%,N
Soucek,West Ham,MID,1%,90%,£5.3m,Man Utd (a),5%,10%,15%,N
Gilmour,Brighton,MID,1%,30%,£4.4m,Chelsea (H),8%,7%,15%,N
Dewsbury-Hall,Leicester,MID,1%,90%,£5.0m,Man City (H),8%,7%,15%,N
Estupinan,Brighton,DEF,1%,70%,£4.5m,Chelsea (H),11%,4%,15%,N
Traore,Wolves,MID,0%,40%,£4.5m,Brentford (a),7%,8%,15%,N
Mykolenko,Everton,DEF,1%,90%,£4.5m,Fulham (a),9%,6%,15%,N
Stanislas,Bournemouth,MID,0%,10%,£4.8m,Spurs (H),0%,14%,15%,N
Kristensen,Leeds,DEF,0%,30%,£4.8m,Liverpool (a),10%,5%,15%,N
Laporte,Man City,DEF,0%,50%,£5.8m,Leicester (a),5%,10%,14%,N
Roerslev,Brentford,DEF,0%,60%,£4.3m,Wolves (H),9%,6%,14%,N
Jonny,Wolves,DEF,1%,80%,£4.4m,Brentford (a),9%,6%,14%,N
Djenepo,Southampton,MID,0%,20%,£5.0m,Crystal Palace (a),6%,8%,14%,N
Bissouma,Spurs,MID,0%,40%,£4.7m,Bournemouth (a),7%,8%,14%,N
Young,Aston Villa,DEF,1%,70%,£4.4m,Newcastle (a),8%,6%,14%,N
Malacia,Man Utd,DEF,3%,30%,£4.3m,West Ham (H),9%,5%,14%,N
Saliba,Arsenal,DEF,32%,90%,£5.2m,Nott'm Forest (H),5%,9%,14%,N
Ake,Man City,DEF,1%,50%,£5.0m,Leicester (a),5%,9%,14%,N
Reed,Fulham,MID,1%,90%,£4.5m,Everton (H),8%,6%,13%,N
Azpilicueta,Chelsea,DEF,2%,80%,£4.8m,Brighton (a),10%,3%,13%,N
Robinson,Fulham,DEF,0%,90%,£4.4m,Everton (H),10%,3%,13%,N
Schar,Newcastle,DEF,12%,90%,£4.9m,Aston Villa (H),4%,9%,13%,N
Downes,West Ham,MID,0%,70%,£4.3m,Man Utd (a),6%,7%,13%,N
Roca,Leeds,MID,0%,90%,£4.9m,Liverpool (a),7%,6%,13%,N
Gueye,Everton,MID,0%,90%,£5.0m,Fulham (a),7%,6%,13%,N
Tete,Fulham,DEF,0%,10%,£4.4m,Everton (H),9%,3%,13%,N
Dendoncker,Aston Villa,MID,0%,80%,£4.7m,Newcastle (a),5%,8%,12%,N
Douglas Luiz,Aston Villa,MID,0%,90%,£4.8m,Newcastle (a),6%,7%,12%,N
Digne,Aston Villa,DEF,1%,50%,£4.6m,Newcastle (a),12%,0%,12%,N
Patterson,Everton,DEF,4%,40%,£4.0m,Fulham (a),12%,0%,12%,N
Zemura,Bournemouth,DEF,0%,20%,£4.4m,Spurs (H),7%,5%,12%,N
Cash,Aston Villa,DEF,4%,80%,£4.6m,Newcastle (a),6%,6%,12%,N
Davies,Spurs,DEF,1%,60%,£4.9m,Bournemouth (a),8%,4%,12%,N
Perraud,Southampton,DEF,0%,90%,£4.4m,Crystal Palace (a),7%,5%,12%,N
Rice,West Ham,MID,4%,90%,£4.8m,Man Utd (a),7%,5%,12%,N
Maitland-Niles,Southampton,MID,0%,50%,£4.8m,Crystal Palace (a),7%,5%,12%,N
Akanji,Man City,DEF,1%,90%,£5.0m,Leicester (a),5%,7%,12%,N
Dias,Man City,DEF,8%,80%,£5.9m,Leicester (a),5%,7%,12%,N
Lerma,Bournemouth,MID,1%,90%,£4.9m,Spurs (H),6%,5%,11%,N
N.Williams,Nott'm Forest,DEF,25%,90%,£4.1m,Arsenal (a),7%,4%,11%,N
Holding,Arsenal,DEF,0%,20%,£4.2m,Nott'm Forest (H),5%,7%,11%,N
Stones,Man City,DEF,1%,20%,£5.4m,Leicester (a),5%,7%,11%,N
Tosin,Fulham,DEF,0%,70%,£4.5m,Everton (H),6%,5%,11%,N
Firpo,Leeds,DEF,0%,20%,£4.5m,Liverpool (a),6%,5%,11%,N
Fredericks,Bournemouth,DEF,0%,90%,£4.4m,Spurs (H),7%,3%,11%,N
Andersen,Crystal Palace,DEF,3%,90%,£4.5m,Southampton (H),4%,7%,11%,N
Castagne,Leicester,DEF,5%,90%,£4.5m,Man City (H),6%,4%,11%,N
Collins,Wolves,DEF,1%,90%,£4.5m,Brentford (a),5%,5%,11%,N
Semedo,Wolves,DEF,0%,40%,£5.0m,Brentford (a),6%,5%,11%,N
Gomez,Liverpool,DEF,3%,90%,£4.6m,Leeds (H),4%,7%,10%,N
Zanka,Brentford,DEF,1%,60%,£4.0m,Wolves (H),0%,10%,10%,N
Dier,Spurs,DEF,11%,90%,£5.3m,Bournemouth (a),4%,7%,10%,N
Coufal,West Ham,DEF,1%,30%,£4.2m,Man Utd (a),7%,3%,10%,N
White,Arsenal,DEF,8%,90%,£4.6m,Nott'm Forest (H),5%,5%,10%,N
Martinez,Man Utd,DEF,6%,90%,£4.5m,West Ham (H),5%,6%,10%,N
Yates,Nott'm Forest,MID,0%,90%,£5.0m,Arsenal (a),3%,7%,10%,N
Chalobah,Chelsea,DEF,1%,90%,£4.7m,Brighton (a),4%,6%,10%,N
Ream,Fulham,DEF,0%,90%,£4.5m,Everton (H),7%,3%,10%,N
Maguire,Man Utd,DEF,0%,70%,£4.7m,West Ham (H),4%,6%,10%,N
Dunk,Brighton,DEF,5%,90%,£4.7m,Chelsea (H),3%,7%,10%,N
Keane,Everton,DEF,0%,10%,£4.2m,Fulham (a),3%,7%,10%,N
Tarkowski,Everton,DEF,2%,90%,£4.4m,Fulham (a),3%,7%,10%,N
Ayling,Leeds,DEF,0%,80%,£4.5m,Liverpool (a),5%,5%,10%,N
Diallo,Southampton,MID,1%,50%,£4.3m,Crystal Palace (a),5%,5%,10%,N
Mitchell,Crystal Palace,DEF,1%,90%,£4.5m,Southampton (H),6%,4%,10%,N
Mangala,Nott'm Forest,MID,0%,40%,£4.9m,Arsenal (a),6%,4%,10%,N
Justin,Leicester,DEF,2%,90%,£4.3m,Man City (H),6%,3%,10%,N
Romero,Spurs,DEF,2%,90%,£4.9m,Bournemouth (a),4%,6%,10%,N
Mee,Brentford,DEF,4%,60%,£4.5m,Wolves (H),3%,7%,9%,N
Thiago Silva,Chelsea,DEF,7%,90%,£5.4m,Brighton (a),3%,7%,9%,N
Guehi,Crystal Palace,DEF,4%,90%,£4.4m,Southampton (H),3%,7%,9%,N
Emerson,West Ham,DEF,2%,10%,£4.0m,Man Utd (a),5%,5%,9%,N
O'Brien,Nott'm Forest,MID,0%,10%,£4.9m,Arsenal (a),5%,4%,9%,N
Sanchez,Spurs,DEF,1%,10%,£4.4m,Bournemouth (a),3%,6%,9%,N
Johnson,West Ham,DEF,0%,70%,£4.4m,Man Utd (a),6%,3%,9%,N
Pearson,Bournemouth,MID,0%,10%,£4.4m,Spurs (H),5%,4%,9%,N
Renan Lodi,Nott'm Forest,DEF,0%,30%,£4.3m,Arsenal (a),5%,4%,9%,N
Dawson,West Ham,DEF,0%,20%,£4.8m,Man Utd (a),2%,7%,9%,N
Lenglet,Spurs,DEF,0%,50%,£4.8m,Bournemouth (a),3%,6%,9%,N
Holgate,Everton,DEF,0%,10%,£4.3m,Fulham (a),3%,6%,9%,N
Coady,Everton,DEF,6%,90%,£4.9m,Fulham (a),3%,6%,9%,N
Freuler,Nott'm Forest,MID,0%,80%,£5.0m,Arsenal (a),4%,4%,8%,N
Struijk,Leeds,DEF,1%,80%,£4.5m,Liverpool (a),4%,5%,8%,N
Ward,Crystal Palace,DEF,0%,90%,£4.5m,Southampton (H),5%,3%,8%,N
Davies,Everton,MID,0%,10%,£4.9m,Fulham (a),0%,8%,8%,N
Ajer,Brentford,DEF,0%,80%,£4.5m,Wolves (H),3%,5%,8%,N
Diop,Fulham,DEF,0%,40%,£4.3m,Everton (H),3%,5%,8%,N
Botman,Newcastle,DEF,2%,90%,£4.4m,Aston Villa (H),3%,5%,8%,N
Lascelles,Newcastle,DEF,0%,20%,£4.3m,Aston Villa (H),3%,5%,8%,N
Coleman,Everton,DEF,0%,60%,£4.5m,Fulham (a),4%,4%,8%,N
Veltman,Brighton,DEF,4%,60%,£4.7m,Chelsea (H),5%,3%,8%,N
Aurier,Nott'm Forest,DEF,0%,80%,£4.5m,Arsenal (a),5%,3%,8%,N
Adams,Leeds,MID,0%,80%,£5.0m,Liverpool (a),3%,5%,8%,N
Lindelof,Man Utd,DEF,0%,40%,£4.3m,West Ham (H),4%,4%,8%,N
Webster,Brighton,DEF,1%,90%,£4.5m,Chelsea (H),3%,5%,8%,N
Toti,Wolves,DEF,2%,20%,£3.9m,Brentford (a),3%,5%,8%,N
Chambers,Aston Villa,DEF,0%,10%,£4.2m,Newcastle (a),3%,5%,8%,N
Kilman,Wolves,DEF,3%,90%,£4.6m,Brentford (a),4%,4%,8%,N
Pinnock,Brentford,DEF,0%,80%,£4.4m,Wolves (H),3%,5%,8%,N
Lyanco,Southampton,DEF,0%,80%,£4.4m,Crystal Palace (a),2%,5%,8%,N
Soumare,Leicester,MID,1%,50%,£4.4m,Man City (H),5%,3%,8%,N
Burn,Newcastle,DEF,2%,90%,£4.5m,Aston Villa (H),3%,4%,7%,N
Thomas,Leicester,DEF,0%,20%,£4.3m,Man City (H),4%,3%,7%,N
Senesi,Bournemouth,DEF,0%,90%,£4.5m,Spurs (H),3%,4%,7%,N
Kehrer,West Ham,DEF,0%,90%,£4.5m,Man Utd (a),3%,4%,7%,N
Konsa,Aston Villa,DEF,0%,90%,£4.4m,Newcastle (a),2%,5%,7%,N
Llorente,Leeds,DEF,0%,40%,£4.4m,Liverpool (a),2%,5%,7%,N
Cook,Bournemouth,MID,0%,90%,£4.9m,Spurs (H),2%,4%,7%,N
Mings,Aston Villa,DEF,4%,90%,£4.3m,Newcastle (a),2%,4%,7%,N
Stephens,Bournemouth,DEF,0%,10%,£4.3m,Spurs (H),3%,3%,6%,N
Zouma,West Ham,DEF,2%,90%,£4.5m,Man Utd (a),2%,4%,6%,N
Faes,Leicester,DEF,0%,90%,£4.5m,Man City (H),3%,3%,6%,N
Cooper,Leeds,DEF,0%,70%,£4.4m,Liverpool (a),2%,4%,6%,N
