Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Orsic,Southampton,MID,0%,20%,£5.5m,Aston Villa (H),16%,20%,33%,N
Fernandes,Man Utd,MID,4%,90%,£9.8m,Arsenal (a),20%,15%,33%,N
Edouard,Crystal Palace,FWD,2%,50%,£5.2m,Newcastle (H),12%,23%,32%,N
Fornals,West Ham,MID,0%,70%,£5.0m,Everton (H),18%,16%,32%,N
March,Brighton,MID,4%,90%,£5.1m,Leicester (a),22%,13%,32%,N
Sarmiento,Brighton,MID,0%,30%,£4.5m,Leicester (a),14%,20%,32%,N
Murphy,Newcastle,MID,3%,40%,£4.2m,Crystal Palace (a),20%,14%,31%,N
Almiron,Newcastle,MID,42%,90%,£5.9m,Crystal Palace (a),12%,22%,31%,N
Damsgaard,Brentford,MID,0%,10%,£5.1m,Leeds (a),18%,15%,31%,N
R.Sessegnon,Spurs,DEF,1%,20%,£4.5m,Fulham (a),22%,11%,31%,N
Antony,Man Utd,MID,4%,80%,£7.4m,Arsenal (a),14%,19%,31%,N
Calvert-Lewin,Everton,FWD,0%,80%,£7.9m,West Ham (a),9%,23%,30%,N
Anthony,Bournemouth,MID,0%,60%,£5.2m,Nott'm Forest (H),16%,17%,30%,N
Billing,Bournemouth,MID,1%,80%,£5.2m,Nott'm Forest (H),16%,17%,30%,N
Eriksen,Man Utd,MID,4%,90%,£6.3m,Arsenal (a),22%,9%,29%,N
A.Armstrong,Southampton,FWD,1%,40%,£5.5m,Aston Villa (H),13%,18%,29%,N
Garnacho,Man Utd,MID,1%,20%,£4.2m,Arsenal (a),14%,17%,29%,N
Mateta,Crystal Palace,FWD,0%,50%,£5.1m,Newcastle (H),9%,21%,29%,N
Elyounoussi,Southampton,MID,0%,90%,£5.2m,Aston Villa (H),16%,14%,28%,N
Robertson,Liverpool,DEF,5%,90%,£6.8m,Chelsea (H),24%,5%,28%,N
Mudryk,Chelsea,MID,0%,60%,£7.0m,Liverpool (a),12%,18%,28%,N
Maupay,Everton,FWD,1%,20%,£6.0m,West Ham (a),11%,19%,28%,N
Rodri,Man City,MID,2%,80%,£5.6m,Wolves (H),16%,13%,27%,N
Edozie,Southampton,MID,0%,50%,£4.7m,Aston Villa (H),16%,13%,27%,N
Gallagher,Chelsea,MID,1%,60%,£5.7m,Liverpool (a),16%,13%,27%,N
Tielemans,Leicester,MID,1%,80%,£6.2m,Brighton (H),14%,14%,27%,N
Bruno Guimaraes,Newcastle,MID,4%,30%,£5.7m,Crystal Palace (a),14%,14%,27%,N
Joelinton,Newcastle,MID,1%,90%,£5.9m,Crystal Palace (a),12%,17%,27%,N
Lamptey,Brighton,DEF,1%,20%,£4.2m,Leicester (a),21%,7%,27%,N
Trippier,Newcastle,DEF,68%,90%,£6.0m,Crystal Palace (a),22%,6%,26%,N
McNeil,Everton,MID,0%,40%,£5.2m,West Ham (a),20%,8%,26%,N
Olise,Crystal Palace,MID,0%,90%,£5.4m,Newcastle (H),16%,12%,26%,N
Keita,Liverpool,MID,0%,10%,£4.7m,Chelsea (H),16%,12%,26%,N
Gray,Everton,MID,1%,80%,£5.3m,West Ham (a),13%,14%,26%,N
Cresswell,West Ham,DEF,2%,80%,£4.8m,Everton (H),22%,4%,25%,N
Vinicius,Fulham,FWD,0%,10%,£5.4m,Spurs (H),0%,25%,25%,N
Bentancur,Spurs,MID,0%,70%,£5.4m,Fulham (a),19%,7%,25%,N
Praet,Leicester,MID,0%,40%,£4.8m,Brighton (H),17%,10%,25%,N
Tierney,Arsenal,DEF,1%,30%,£4.7m,Man Utd (H),20%,5%,25%,N
Ritchie,Newcastle,DEF,0%,10%,£4.2m,Crystal Palace (a),18%,8%,25%,N
Ayew,Crystal Palace,MID,0%,40%,£5.3m,Newcastle (H),14%,12%,25%,N
Xhaka,Arsenal,MID,3%,90%,£5.0m,Man Utd (H),16%,10%,24%,N
Albrighton,Leicester,MID,0%,50%,£4.7m,Brighton (H),17%,8%,24%,N
Rothwell,Bournemouth,MID,0%,30%,£4.9m,Nott'm Forest (H),18%,7%,24%,N
Podence,Wolves,MID,1%,70%,£5.3m,Man City (a),14%,11%,24%,N
Lallana,Brighton,MID,0%,70%,£4.9m,Leicester (a),13%,13%,24%,N
Elanga,Man Utd,MID,0%,10%,£4.7m,Arsenal (a),13%,13%,24%,N
Eze,Crystal Palace,MID,3%,80%,£5.6m,Newcastle (H),12%,13%,24%,N
Willock,Newcastle,MID,1%,90%,£4.8m,Crystal Palace (a),13%,12%,23%,N
Gordon,Everton,MID,1%,40%,£5.2m,West Ham (a),13%,11%,23%,N
Iwobi,Everton,MID,1%,90%,£5.4m,West Ham (a),14%,10%,23%,N
Havertz,Chelsea,FWD,5%,80%,£7.8m,Liverpool (a),0%,22%,23%,N
Guedes,Wolves,MID,0%,20%,£5.8m,Man City (a),12%,12%,22%,N
Tsimikas,Liverpool,DEF,0%,10%,£4.5m,Chelsea (H),18%,5%,22%,N
Partey,Arsenal,MID,1%,90%,£4.8m,Man Utd (H),13%,11%,22%,N
Ramsey,Aston Villa,MID,1%,80%,£5.2m,Southampton (a),9%,14%,22%,N
Sanson,Aston Villa,MID,0%,30%,£4.3m,Southampton (a),13%,10%,22%,N
Fabinho,Liverpool,MID,1%,50%,£5.3m,Chelsea (H),13%,10%,22%,N
Jensen,Brentford,MID,1%,90%,£4.8m,Leeds (a),16%,7%,22%,N
Bajcetic,Liverpool,MID,0%,50%,£4.4m,Chelsea (H),14%,8%,22%,N
Milner,Liverpool,MID,1%,20%,£4.4m,Chelsea (H),16%,6%,22%,N
Rice,West Ham,MID,3%,90%,£4.8m,Everton (H),13%,10%,21%,N
Dewsbury-Hall,Leicester,MID,1%,60%,£4.9m,Brighton (H),14%,8%,21%,N
Soucek,West Ham,MID,1%,90%,£5.2m,Everton (H),11%,11%,21%,N
Jorginho,Chelsea,MID,2%,70%,£5.8m,Liverpool (a),9%,13%,21%,N
Diego Costa,Wolves,FWD,0%,20%,£5.4m,Man City (a),9%,13%,21%,N
Jimenez,Wolves,FWD,0%,20%,£6.7m,Man City (a),9%,13%,21%,N
Toffolo,Nott'm Forest,DEF,0%,20%,£4.3m,Bournemouth (a),16%,5%,21%,N
Loftus-Cheek,Chelsea,MID,0%,20%,£5.0m,Liverpool (a),13%,8%,20%,N
Hojbjerg,Spurs,MID,3%,90%,£5.5m,Fulham (a),13%,8%,20%,N
Zinchenko,Arsenal,DEF,7%,70%,£5.0m,Man Utd (H),14%,7%,20%,N
Roca,Leeds,MID,0%,90%,£4.8m,Brentford (H),14%,7%,20%,N
Hwang,Wolves,MID,0%,60%,£5.7m,Man City (a),9%,12%,20%,N
Gilmour,Brighton,MID,0%,10%,£4.3m,Leicester (a),12%,9%,20%,N
Downes,West Ham,MID,0%,10%,£4.3m,Everton (H),12%,9%,20%,N
Kristensen,Leeds,DEF,0%,40%,£4.8m,Brentford (H),16%,4%,20%,N
N.Williams,Nott'm Forest,DEF,19%,10%,£4.0m,Bournemouth (a),13%,7%,19%,N
Young,Aston Villa,DEF,1%,90%,£4.4m,Southampton (a),14%,6%,19%,N
Caicedo,Brighton,MID,0%,90%,£5.0m,Leicester (a),11%,9%,19%,N
Sarabia,Wolves,MID,0%,30%,£5.5m,Man City (a),11%,9%,19%,N
Cucurella,Chelsea,DEF,9%,60%,£5.2m,Liverpool (a),16%,3%,19%,N
Cunha,Wolves,FWD,0%,50%,£5.5m,Man City (a),7%,13%,19%,N
Shaw,Man Utd,DEF,20%,90%,£5.2m,Arsenal (a),16%,3%,19%,N
Phillips,Man City,MID,0%,20%,£4.8m,Wolves (H),14%,5%,19%,N
Perraud,Southampton,DEF,1%,30%,£4.3m,Aston Villa (H),13%,7%,19%,N
Chukwuemeka,Chelsea,MID,0%,30%,£4.3m,Liverpool (a),10%,10%,19%,N
Djenepo,Southampton,MID,0%,20%,£5.0m,Aston Villa (H),10%,10%,19%,N
Lavia,Southampton,MID,0%,70%,£4.5m,Aston Villa (H),13%,6%,19%,N
Lewis-Potter,Brentford,MID,0%,10%,£5.2m,Leeds (a),0%,18%,19%,N
Schlupp,Crystal Palace,MID,0%,70%,£4.7m,Newcastle (H),11%,8%,19%,N
Henderson,Liverpool,MID,1%,60%,£5.3m,Chelsea (H),12%,7%,18%,N
Doherty,Spurs,DEF,1%,60%,£4.6m,Fulham (a),12%,7%,18%,N
De Cordova-Reid,Fulham,MID,0%,90%,£5.5m,Spurs (H),0%,18%,18%,N
Douglas Luiz,Aston Villa,MID,1%,90%,£4.8m,Southampton (a),11%,8%,18%,N
Thiago,Liverpool,MID,1%,80%,£5.2m,Chelsea (H),11%,8%,18%,N
Freuler,Nott'm Forest,MID,0%,90%,£4.9m,Bournemouth (a),12%,7%,18%,N
O'Brien,Nott'm Forest,MID,0%,20%,£4.8m,Bournemouth (a),12%,7%,18%,N
Aribo,Southampton,MID,0%,10%,£5.2m,Aston Villa (H),10%,8%,18%,N
Forshaw,Leeds,MID,0%,20%,£4.4m,Brentford (H),13%,5%,18%,N
S.Longstaff,Newcastle,MID,1%,90%,£4.4m,Crystal Palace (a),11%,7%,17%,N
Janelt,Brentford,MID,0%,80%,£5.5m,Leeds (a),9%,9%,17%,N
Adama,Wolves,MID,0%,30%,£5.5m,Man City (a),12%,6%,17%,N
Dasilva,Brentford,MID,4%,50%,£4.2m,Leeds (a),0%,17%,17%,N
Alcaraz,Southampton,MID,0%,60%,£5.0m,Aston Villa (H),0%,17%,17%,N
Cash,Aston Villa,DEF,4%,30%,£4.6m,Southampton (a),11%,7%,17%,N
Lerma,Bournemouth,MID,0%,90%,£4.8m,Nott'm Forest (H),11%,7%,17%,N
Alex Moreno,Aston Villa,DEF,0%,80%,£4.5m,Southampton (a),12%,6%,17%,N
Sarr,Spurs,MID,1%,20%,£4.3m,Fulham (a),8%,10%,17%,N
Mangala,Nott'm Forest,MID,0%,90%,£4.9m,Bournemouth (a),12%,5%,17%,N
Norgaard,Brentford,MID,0%,90%,£5.3m,Leeds (a),9%,8%,17%,N
Aurier,Nott'm Forest,DEF,1%,90%,£4.5m,Bournemouth (a),12%,5%,17%,N
A.Doucoure,Everton,MID,0%,20%,£5.3m,West Ham (a),9%,8%,17%,N
Yates,Nott'm Forest,MID,0%,80%,£5.0m,Bournemouth (a),7%,10%,16%,N
Lewis,Man City,DEF,1%,60%,£3.9m,Wolves (H),12%,5%,16%,N
Henry,Brentford,DEF,1%,80%,£4.5m,Leeds (a),11%,6%,16%,N
Kovacic,Chelsea,MID,0%,80%,£4.9m,Liverpool (a),10%,7%,16%,N
Walker-Peters,Southampton,DEF,1%,90%,£4.4m,Aston Villa (H),12%,5%,16%,N
Davies,Spurs,DEF,1%,50%,£4.8m,Fulham (a),12%,5%,16%,N
Fredericks,Bournemouth,DEF,0%,20%,£4.4m,Nott'm Forest (H),13%,3%,16%,N
Coufal,West Ham,DEF,1%,60%,£4.1m,Everton (H),13%,3%,16%,N
Zemura,Bournemouth,DEF,0%,60%,£4.4m,Nott'm Forest (H),11%,6%,16%,N
Emerson Royal,Spurs,DEF,2%,40%,£4.9m,Fulham (a),11%,6%,16%,N
Sambi,Arsenal,MID,0%,10%,£4.3m,Man Utd (H),8%,9%,16%,N
Johnson,West Ham,DEF,0%,20%,£4.4m,Everton (H),12%,4%,16%,N
Kehrer,West Ham,DEF,0%,40%,£4.4m,Everton (H),12%,4%,16%,N
Ayling,Leeds,DEF,0%,60%,£4.5m,Brentford (H),11%,5%,16%,N
Dembele,Bournemouth,MID,0%,30%,£4.7m,Nott'm Forest (H),0%,15%,16%,N
Tomiyasu,Arsenal,DEF,1%,20%,£4.2m,Man Utd (H),12%,4%,16%,N
Elneny,Arsenal,MID,1%,10%,£4.2m,Man Utd (H),8%,8%,16%,N
Dendoncker,Aston Villa,MID,0%,10%,£4.7m,Southampton (a),8%,8%,16%,N
Renan Lodi,Nott'm Forest,DEF,0%,80%,£4.3m,Bournemouth (a),9%,7%,16%,N
Hall,Chelsea,MID,0%,40%,£4.4m,Liverpool (a),10%,6%,16%,N
Hughes,Crystal Palace,MID,0%,30%,£4.8m,Newcastle (H),10%,6%,16%,N
Walker,Man City,DEF,4%,40%,£4.8m,Wolves (H),12%,4%,16%,N
McTominay,Man Utd,MID,0%,40%,£4.9m,Arsenal (a),7%,8%,15%,N
Laporte,Man City,DEF,1%,40%,£5.7m,Wolves (H),7%,9%,15%,N
James,Fulham,MID,0%,20%,£6.0m,Spurs (H),0%,15%,15%,N
Wilson,Fulham,MID,0%,20%,£5.7m,Spurs (H),0%,15%,15%,N
Bissouma,Spurs,MID,0%,20%,£4.7m,Fulham (a),9%,7%,15%,N
Emerson,West Ham,DEF,1%,20%,£4.0m,Everton (H),8%,7%,15%,N
Castagne,Leicester,DEF,9%,90%,£4.6m,Brighton (H),11%,4%,15%,N
Estupinan,Brighton,DEF,1%,90%,£4.5m,Leicester (a),12%,3%,15%,N
Adams,Leeds,MID,0%,90%,£4.9m,Brentford (H),12%,3%,15%,N
Dalot,Man Utd,DEF,6%,20%,£4.7m,Arsenal (a),10%,4%,14%,N
Wober,Leeds,DEF,0%,40%,£4.5m,Brentford (H),9%,6%,14%,N
Roerslev,Brentford,DEF,0%,50%,£4.3m,Leeds (a),11%,3%,14%,N
Ake,Man City,DEF,2%,70%,£5.0m,Wolves (H),7%,7%,14%,N
Dawson,West Ham,DEF,0%,20%,£4.8m,Everton (H),5%,9%,14%,N
Dias,Man City,DEF,6%,50%,£5.9m,Wolves (H),6%,8%,14%,N
Neves,Wolves,MID,2%,90%,£5.4m,Man City (a),6%,8%,14%,N
Willian,Fulham,MID,0%,80%,£5.5m,Spurs (H),0%,13%,14%,N
Stones,Man City,DEF,2%,50%,£5.4m,Wolves (H),7%,7%,13%,N
Milivojevic,Crystal Palace,MID,0%,10%,£4.3m,Newcastle (H),7%,6%,13%,N
Maitland-Niles,Southampton,MID,0%,20%,£4.8m,Aston Villa (H),10%,3%,13%,N
Gabriel,Arsenal,DEF,14%,90%,£5.2m,Man Utd (H),5%,8%,13%,N
Aguerd,West Ham,DEF,0%,80%,£4.8m,Everton (H),7%,6%,13%,N
C.Doucoure,Crystal Palace,MID,0%,90%,£5.0m,Newcastle (H),8%,5%,13%,N
Struijk,Leeds,DEF,1%,80%,£4.5m,Brentford (H),6%,7%,13%,N
Fred,Man Utd,MID,0%,70%,£5.1m,Arsenal (a),6%,7%,13%,N
Onana,Everton,MID,0%,90%,£4.8m,West Ham (a),6%,7%,12%,N
Mykolenko,Everton,DEF,1%,90%,£4.4m,West Ham (a),9%,3%,12%,N
Andreas,Fulham,MID,23%,90%,£4.6m,Spurs (H),0%,12%,12%,N
Gueye,Everton,MID,0%,90%,£4.9m,West Ham (a),7%,5%,12%,N
Colwill,Brighton,DEF,0%,90%,£4.4m,Leicester (a),7%,5%,12%,N
Diallo,Southampton,MID,0%,40%,£4.3m,Aston Villa (H),7%,5%,12%,N
Veltman,Brighton,DEF,3%,40%,£4.6m,Leicester (a),7%,5%,12%,N
Moutinho,Wolves,MID,0%,70%,£4.7m,Man City (a),9%,3%,12%,N
Matip,Liverpool,DEF,1%,90%,£5.9m,Chelsea (H),5%,7%,12%,N
Hickey,Brentford,DEF,0%,20%,£4.9m,Leeds (a),11%,0%,11%,N
Thomas,Leicester,DEF,0%,90%,£4.2m,Brighton (H),7%,4%,11%,N
Colback,Nott'm Forest,MID,1%,20%,£4.2m,Bournemouth (a),7%,4%,11%,N
Tanganga,Spurs,DEF,3%,10%,£3.9m,Fulham (a),7%,4%,11%,N
Zouma,West Ham,DEF,1%,20%,£4.4m,Everton (H),5%,7%,11%,N
Azpilicueta,Chelsea,DEF,2%,60%,£4.8m,Liverpool (a),8%,3%,11%,N
Ogbonna,West Ham,DEF,0%,60%,£4.4m,Everton (H),5%,6%,11%,N
Pearson,Bournemouth,MID,0%,60%,£4.4m,Nott'm Forest (H),8%,3%,11%,N
Malacia,Man Utd,DEF,2%,40%,£4.2m,Arsenal (a),9%,2%,11%,N
Badiashile,Chelsea,DEF,0%,70%,£5.0m,Liverpool (a),6%,5%,11%,N
Chambers,Aston Villa,DEF,0%,20%,£4.2m,Southampton (a),5%,6%,11%,N
Akanji,Man City,DEF,2%,70%,£5.0m,Wolves (H),5%,6%,11%,N
Webster,Brighton,DEF,0%,70%,£4.5m,Leicester (a),4%,7%,11%,N
Dunk,Brighton,DEF,5%,90%,£4.7m,Leicester (a),5%,6%,10%,N
Schar,Newcastle,DEF,14%,90%,£5.0m,Crystal Palace (a),3%,7%,10%,N
Jonny,Wolves,DEF,0%,40%,£4.4m,Man City (a),7%,3%,10%,N
Zanka,Brentford,DEF,1%,30%,£4.0m,Leeds (a),4%,6%,10%,N
Llorente,Leeds,DEF,0%,20%,£4.4m,Brentford (H),4%,6%,10%,N
Romero,Spurs,DEF,1%,90%,£4.9m,Fulham (a),5%,5%,10%,N
Cairney,Fulham,MID,0%,20%,£4.7m,Spurs (H),0%,10%,10%,N
Davies,Everton,MID,0%,10%,£4.9m,West Ham (a),5%,5%,10%,N
Chalobah,Chelsea,DEF,1%,50%,£4.6m,Liverpool (a),5%,5%,10%,N
Konate,Liverpool,DEF,1%,90%,£4.8m,Chelsea (H),5%,5%,10%,N
Wan-Bissaka,Man Utd,DEF,1%,80%,£4.3m,Arsenal (a),7%,2%,10%,N
Thiago Silva,Chelsea,DEF,8%,90%,£5.4m,Liverpool (a),5%,5%,10%,N
Gomez,Liverpool,DEF,1%,30%,£4.3m,Chelsea (H),6%,3%,10%,N
Ait-Nouri,Wolves,DEF,1%,30%,£4.2m,Man City (a),6%,3%,10%,N
Mina,Everton,DEF,0%,20%,£4.3m,West Ham (a),3%,7%,9%,N
Lemina,Wolves,MID,0%,30%,£4.5m,Man City (a),5%,5%,9%,N
Maguire,Man Utd,DEF,0%,20%,£4.7m,Arsenal (a),3%,6%,9%,N
Konsa,Aston Villa,DEF,0%,90%,£4.4m,Southampton (a),4%,5%,9%,N
White,Arsenal,DEF,14%,90%,£4.7m,Man Utd (H),6%,3%,9%,N
Mee,Brentford,DEF,8%,90%,£4.7m,Leeds (a),3%,6%,9%,N
Kamara,Aston Villa,MID,0%,90%,£4.8m,Southampton (a),5%,4%,9%,N
Cooper,Leeds,DEF,0%,60%,£4.4m,Brentford (H),4%,5%,9%,N
Koch,Leeds,DEF,0%,80%,£4.5m,Brentford (H),5%,4%,9%,N
Faes,Leicester,DEF,0%,90%,£4.3m,Brighton (H),5%,4%,9%,N
Senesi,Bournemouth,DEF,0%,90%,£4.5m,Nott'm Forest (H),5%,3%,9%,N
Saliba,Arsenal,DEF,35%,90%,£5.3m,Man Utd (H),5%,4%,9%,N
Pinnock,Brentford,DEF,0%,90%,£4.4m,Leeds (a),4%,4%,8%,N
Koulibaly,Chelsea,DEF,7%,40%,£5.5m,Liverpool (a),3%,5%,8%,N
Lascelles,Newcastle,DEF,0%,20%,£4.3m,Crystal Palace (a),3%,5%,8%,N
Sanchez,Spurs,DEF,1%,10%,£4.3m,Fulham (a),3%,5%,8%,N
Lenglet,Spurs,DEF,0%,60%,£4.8m,Fulham (a),3%,4%,8%,N
Clyne,Crystal Palace,DEF,0%,80%,£4.5m,Newcastle (H),5%,3%,8%,N
Mitchell,Crystal Palace,DEF,1%,80%,£4.4m,Newcastle (H),5%,3%,8%,N
Dier,Spurs,DEF,7%,80%,£5.2m,Fulham (a),4%,4%,8%,N
Mings,Aston Villa,DEF,4%,90%,£4.3m,Southampton (a),3%,4%,8%,N
Burn,Newcastle,DEF,3%,90%,£4.5m,Crystal Palace (a),3%,4%,8%,N
Richards,Crystal Palace,DEF,0%,90%,£4.4m,Newcastle (H),5%,3%,8%,N
Mendy,Leicester,MID,0%,60%,£4.3m,Brighton (H),5%,3%,8%,N
Collins,Wolves,DEF,1%,90%,£4.4m,Man City (a),5%,3%,8%,N
Holgate,Everton,DEF,0%,10%,£4.3m,West Ham (a),3%,4%,7%,N
Boly,Nott'm Forest,DEF,0%,40%,£4.2m,Bournemouth (a),3%,4%,7%,N
Ajer,Brentford,DEF,0%,50%,£4.5m,Leeds (a),4%,3%,7%,N
Botman,Newcastle,DEF,5%,90%,£4.5m,Crystal Palace (a),3%,4%,7%,N
