Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Perraud,Southampton,DEF,0%,80%,£4.4m,Bournemouth (a),9%,7%,15%,N
Dasilva,Brentford,MID,5%,40%,£4.4m,Chelsea (H),5%,10%,15%,N
C.Doucoure,Crystal Palace,MID,0%,90%,£5.0m,Wolves (H),8%,7%,15%,N
Spence,Spurs,DEF,0%,20%,£4.2m,Man Utd (a),9%,6%,15%,N
Schar,Newcastle,DEF,13%,80%,£4.8m,Everton (H),5%,11%,15%,N
Lerma,Bournemouth,MID,1%,80%,£4.9m,Southampton (H),8%,7%,15%,N
Zemura,Bournemouth,DEF,0%,40%,£4.4m,Southampton (H),8%,7%,15%,N
Onyeka,Brentford,MID,0%,60%,£4.8m,Chelsea (H),8%,7%,15%,N
Cresswell,West Ham,DEF,2%,90%,£4.8m,Liverpool (a),11%,4%,15%,N
Dunk,Brighton,DEF,7%,90%,£4.6m,Nott'm Forest (H),5%,10%,14%,N
Tete,Fulham,DEF,0%,20%,£4.5m,Aston Villa (H),12%,2%,14%,N
Moutinho,Wolves,MID,1%,90%,£4.8m,Crystal Palace (a),10%,4%,14%,N
Dalot,Man Utd,DEF,9%,90%,£4.6m,Spurs (H),9%,5%,14%,N
Vinagre,Everton,DEF,0%,20%,£4.3m,Newcastle (a),8%,6%,14%,N
Firpo,Leeds,DEF,0%,20%,£4.5m,Leicester (a),8%,6%,14%,N
Traore,Wolves,MID,0%,30%,£4.5m,Crystal Palace (a),6%,8%,14%,N
Baptiste,Brentford,MID,0%,40%,£4.5m,Chelsea (H),7%,7%,14%,N
Shaw,Man Utd,DEF,1%,70%,£4.7m,Spurs (H),9%,4%,14%,N
Van Hecke,Brighton,DEF,0%,10%,£4.0m,Nott'm Forest (H),4%,10%,14%,N
Riedewald,Crystal Palace,MID,0%,10%,£4.4m,Wolves (H),8%,6%,13%,N
Soumare,Leicester,MID,1%,80%,£4.4m,Leeds (H),7%,7%,13%,N
Maitland-Niles,Southampton,MID,0%,60%,£4.8m,Bournemouth (a),8%,5%,13%,N
Jonny,Wolves,DEF,1%,70%,£4.4m,Crystal Palace (a),8%,5%,13%,N
Fredericks,Bournemouth,DEF,0%,80%,£4.4m,Southampton (H),9%,4%,13%,N
Walker-Peters,Southampton,DEF,1%,90%,£4.5m,Bournemouth (a),9%,4%,13%,N
Chalobah,Chelsea,DEF,1%,60%,£4.7m,Brentford (a),5%,8%,13%,N
Webster,Brighton,DEF,1%,90%,£4.5m,Nott'm Forest (H),4%,9%,13%,N
Thomas,Leicester,DEF,0%,30%,£4.3m,Leeds (H),6%,7%,13%,N
Koulibaly,Chelsea,DEF,9%,80%,£5.5m,Brentford (a),4%,9%,13%,N
Malacia,Man Utd,DEF,3%,30%,£4.4m,Spurs (H),8%,4%,12%,N
Reed,Fulham,MID,1%,80%,£4.5m,Aston Villa (H),8%,5%,12%,N
Robinson,Fulham,DEF,0%,90%,£4.4m,Aston Villa (H),9%,3%,12%,N
Konate,Liverpool,DEF,0%,20%,£4.8m,West Ham (H),5%,8%,12%,N
Veltman,Brighton,DEF,6%,90%,£4.7m,Nott'm Forest (H),7%,5%,12%,N
Gomez,Liverpool,DEF,2%,80%,£4.5m,West Ham (H),7%,5%,12%,N
Ayling,Leeds,DEF,0%,20%,£4.5m,Leicester (a),6%,6%,12%,N
Toffolo,Nott'm Forest,DEF,0%,90%,£4.4m,Brighton (a),8%,4%,12%,N
Davies,Spurs,DEF,1%,70%,£4.9m,Man Utd (a),8%,4%,12%,N
Mykolenko,Everton,DEF,1%,90%,£4.5m,Newcastle (a),7%,5%,12%,N
N.Williams,Nott'm Forest,DEF,24%,80%,£4.1m,Brighton (a),7%,5%,12%,N
Rice,West Ham,MID,4%,90%,£4.8m,Liverpool (a),7%,5%,12%,N
Colwill,Brighton,DEF,0%,10%,£4.4m,Nott'm Forest (H),4%,8%,12%,N
Janelt,Brentford,MID,0%,80%,£5.5m,Chelsea (H),5%,7%,12%,N
Onana,Everton,MID,0%,80%,£4.9m,Newcastle (a),5%,7%,12%,N
Phillips,Liverpool,DEF,0%,10%,£4.0m,West Ham (H),5%,7%,11%,N
Henry,Brentford,DEF,1%,90%,£4.5m,Chelsea (H),6%,5%,11%,N
Ream,Fulham,DEF,0%,80%,£4.5m,Aston Villa (H),8%,3%,11%,N
O'Brien,Nott'm Forest,MID,0%,20%,£4.9m,Brighton (a),6%,5%,11%,N
Diallo,Southampton,MID,1%,50%,£4.4m,Bournemouth (a),6%,5%,11%,N
Thiago Silva,Chelsea,DEF,7%,50%,£5.4m,Brentford (a),3%,8%,11%,N
Faes,Leicester,DEF,0%,90%,£4.5m,Leeds (H),4%,7%,11%,N
Roerslev,Brentford,DEF,0%,20%,£4.3m,Chelsea (H),6%,4%,11%,N
Mangala,Nott'm Forest,MID,0%,20%,£4.9m,Brighton (a),6%,4%,11%,N
Collins,Wolves,DEF,1%,70%,£4.5m,Crystal Palace (a),5%,6%,10%,N
Soucek,West Ham,MID,1%,90%,£5.3m,Liverpool (a),0%,10%,10%,N
Aurier,Nott'm Forest,DEF,0%,20%,£4.5m,Brighton (a),6%,4%,10%,N
Yates,Nott'm Forest,MID,0%,80%,£5.0m,Brighton (a),3%,7%,10%,N
Smith,Bournemouth,DEF,0%,80%,£4.4m,Southampton (H),5%,5%,10%,N
Chambers,Aston Villa,DEF,0%,30%,£4.3m,Fulham (a),4%,6%,10%,N
Coufal,West Ham,DEF,1%,70%,£4.3m,Liverpool (a),7%,3%,10%,N
Struijk,Leeds,DEF,1%,80%,£4.5m,Leicester (a),5%,5%,10%,N
Freuler,Nott'm Forest,MID,0%,80%,£5.0m,Brighton (a),5%,5%,10%,N
Botman,Newcastle,DEF,2%,70%,£4.4m,Everton (H),3%,7%,10%,N
Renan Lodi,Nott'm Forest,DEF,0%,10%,£4.4m,Brighton (a),5%,5%,10%,N
Bissouma,Spurs,MID,0%,60%,£4.7m,Man Utd (a),5%,4%,10%,N
Tosin,Fulham,DEF,0%,70%,£4.5m,Aston Villa (H),6%,4%,10%,N
Davies,Everton,MID,0%,20%,£4.9m,Newcastle (a),4%,6%,10%,N
Mings,Aston Villa,DEF,5%,80%,£4.4m,Fulham (a),3%,7%,9%,N
Lyanco,Southampton,DEF,0%,40%,£4.4m,Bournemouth (a),3%,7%,9%,N
Martinez,Man Utd,DEF,6%,90%,£4.5m,Spurs (H),4%,5%,9%,N
Semedo,Wolves,DEF,0%,70%,£5.0m,Crystal Palace (a),5%,4%,9%,N
Johnson,West Ham,DEF,0%,60%,£4.4m,Liverpool (a),6%,3%,9%,N
Emerson,West Ham,DEF,2%,60%,£4.0m,Liverpool (a),4%,5%,9%,N
Zanka,Brentford,DEF,1%,50%,£4.0m,Chelsea (H),2%,7%,9%,N
Konsa,Aston Villa,DEF,0%,90%,£4.4m,Fulham (a),3%,6%,9%,N
Senesi,Bournemouth,DEF,0%,90%,£4.5m,Southampton (H),4%,5%,9%,N
Mendy,Leicester,MID,1%,20%,£4.3m,Leeds (H),4%,5%,9%,N
Gueye,Everton,MID,0%,80%,£5.0m,Newcastle (a),5%,4%,9%,N
Mbabu,Fulham,DEF,0%,10%,£4.4m,Aston Villa (H),5%,4%,9%,N
Mitchell,Crystal Palace,DEF,1%,90%,£4.5m,Wolves (H),5%,3%,9%,N
Dawson,West Ham,DEF,0%,50%,£4.8m,Liverpool (a),2%,7%,9%,N
Guehi,Crystal Palace,DEF,4%,90%,£4.4m,Wolves (H),3%,6%,9%,N
Tomkins,Crystal Palace,DEF,1%,20%,£3.9m,Wolves (H),3%,5%,9%,N
Bednarek,Aston Villa,DEF,0%,20%,£4.3m,Fulham (a),3%,6%,8%,N
Andersen,Crystal Palace,DEF,4%,90%,£4.5m,Wolves (H),3%,5%,8%,N
Keane,Everton,DEF,0%,20%,£4.2m,Newcastle (a),2%,6%,8%,N
Toti,Wolves,DEF,2%,40%,£3.9m,Crystal Palace (a),2%,6%,8%,N
Kilman,Wolves,DEF,4%,90%,£4.6m,Crystal Palace (a),3%,4%,8%,N
Amartey,Leicester,DEF,0%,90%,£4.3m,Leeds (H),3%,5%,8%,N
Varane,Man Utd,DEF,3%,90%,£4.8m,Spurs (H),3%,5%,8%,N
Dier,Spurs,DEF,12%,90%,£5.3m,Man Utd (a),3%,5%,8%,N
Adams,Leeds,MID,0%,80%,£5.0m,Leicester (a),4%,4%,8%,N
Ward,Crystal Palace,DEF,1%,90%,£4.5m,Wolves (H),5%,3%,8%,N
Tarkowski,Everton,DEF,1%,90%,£4.4m,Newcastle (a),3%,5%,8%,N
Diop,Fulham,DEF,0%,50%,£4.3m,Aston Villa (H),3%,5%,8%,N
Cooper,Leeds,DEF,0%,80%,£4.4m,Leicester (a),3%,5%,8%,N
Burn,Newcastle,DEF,2%,80%,£4.5m,Everton (H),3%,4%,7%,N
Romero,Spurs,DEF,2%,90%,£4.9m,Man Utd (a),3%,4%,7%,N
Caleta-Car,Southampton,DEF,0%,70%,£4.5m,Bournemouth (a),3%,4%,7%,N
Lenglet,Spurs,DEF,0%,40%,£4.8m,Man Utd (a),3%,4%,7%,N
Sanchez,Spurs,DEF,1%,10%,£4.4m,Man Utd (a),3%,4%,7%,N
Lascelles,Newcastle,DEF,0%,30%,£4.3m,Everton (H),3%,4%,7%,N
Coleman,Everton,DEF,0%,90%,£4.5m,Newcastle (a),3%,4%,7%,N
Lindelof,Man Utd,DEF,0%,30%,£4.3m,Spurs (H),3%,4%,7%,N
Llorente,Leeds,DEF,0%,20%,£4.5m,Leicester (a),3%,4%,7%,N
Mee,Brentford,DEF,3%,90%,£4.5m,Chelsea (H),2%,5%,7%,N
Coady,Everton,DEF,6%,90%,£4.9m,Newcastle (a),2%,5%,7%,N
Koch,Leeds,DEF,0%,90%,£4.5m,Leicester (a),3%,4%,7%,N
Kehrer,West Ham,DEF,0%,80%,£4.5m,Liverpool (a),3%,4%,7%,N
Mepham,Bournemouth,DEF,0%,90%,£4.4m,Southampton (H),2%,5%,7%,N
Zouma,West Ham,DEF,2%,50%,£4.5m,Liverpool (a),2%,4%,6%,N
Ajer,Brentford,DEF,0%,90%,£4.5m,Chelsea (H),2%,4%,6%,N
Kouyate,Nott'm Forest,MID,0%,70%,£4.5m,Brighton (a),2%,4%,6%,N
McKenna,Nott'm Forest,DEF,0%,80%,£4.4m,Brighton (a),3%,3%,6%,N
Salisu,Southampton,DEF,0%,90%,£4.4m,Bournemouth (a),3%,3%,6%,N
Cook,Bournemouth,MID,0%,80%,£4.9m,Southampton (H),0%,5%,6%,N
Pearson,Bournemouth,MID,0%,20%,£4.5m,Southampton (H),0%,5%,6%,N
Pinnock,Brentford,DEF,0%,90%,£4.4m,Chelsea (H),2%,3%,5%,N
Boly,Nott'm Forest,DEF,0%,40%,£4.2m,Brighton (a),2%,3%,5%,N
Cook,Nott'm Forest,DEF,0%,70%,£4.4m,Brighton (a),2%,2%,4%,N
Worrall,Nott'm Forest,DEF,0%,20%,£4.3m,Brighton (a),2%,2%,4%,N
Hill,Bournemouth,DEF,0%,20%,£4.4m,Southampton (H),0%,4%,4%,N
Bade,Nott'm Forest,DEF,0%,20%,£4.5m,Brighton (a),2%,2%,4%,N
