Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Thomas,Leicester,DEF,0%,10%,£4.3m,Bournemouth (a),6%,6%,12%,N
Davies,Everton,MID,0%,10%,£4.9m,Man Utd (H),5%,7%,12%,N
Henry,Brentford,DEF,1%,90%,£4.5m,Newcastle (a),7%,5%,12%,N
Hickey,Brentford,DEF,0%,70%,£5.0m,Newcastle (a),7%,5%,12%,N
Reed,Fulham,MID,1%,90%,£4.5m,West Ham (a),7%,5%,12%,N
Malacia,Man Utd,DEF,4%,70%,£4.5m,Everton (a),8%,3%,12%,N
Davies,Spurs,DEF,1%,30%,£4.9m,Brighton (a),8%,4%,12%,N
Djenepo,Southampton,MID,0%,50%,£5.0m,Man City (a),5%,7%,12%,N
Kehrer,West Ham,DEF,0%,90%,£4.5m,Fulham (H),5%,7%,11%,N
Robinson,Fulham,DEF,0%,80%,£4.4m,West Ham (a),8%,3%,11%,N
Gabriel,Arsenal,DEF,11%,90%,£5.1m,Liverpool (H),3%,8%,11%,N
Wan-Bissaka,Man Utd,DEF,0%,10%,£4.3m,Everton (a),7%,4%,11%,N
Tomiyasu,Arsenal,DEF,1%,10%,£4.2m,Liverpool (H),8%,3%,11%,N
Dunk,Brighton,DEF,4%,90%,£4.6m,Spurs (H),3%,8%,11%,N
Botman,Newcastle,DEF,2%,60%,£4.4m,Brentford (H),3%,8%,11%,N
Moutinho,Wolves,MID,1%,90%,£4.8m,Chelsea (a),7%,3%,11%,N
Bissouma,Spurs,MID,0%,20%,£4.7m,Brighton (a),5%,5%,11%,N
Zouma,West Ham,DEF,2%,90%,£4.5m,Fulham (H),3%,7%,10%,N
Chambers,Aston Villa,DEF,0%,20%,£4.3m,Nott'm Forest (a),5%,6%,10%,N
Colwill,Brighton,DEF,0%,10%,£4.4m,Spurs (H),5%,6%,10%,N
Traore,Wolves,MID,0%,50%,£4.5m,Chelsea (a),5%,6%,10%,N
Ogbonna,West Ham,DEF,0%,10%,£4.4m,Fulham (H),3%,7%,10%,N
Perraud,Southampton,DEF,0%,60%,£4.5m,Man City (a),6%,4%,10%,N
Martinez,Man Utd,DEF,6%,90%,£4.5m,Everton (a),4%,6%,10%,N
Mings,Aston Villa,DEF,4%,90%,£4.3m,Nott'm Forest (a),3%,7%,10%,N
Keane,Everton,DEF,0%,20%,£4.2m,Man Utd (H),3%,7%,10%,N
Lascelles,Newcastle,DEF,0%,10%,£4.3m,Brentford (H),3%,7%,10%,N
Jonny,Wolves,DEF,1%,90%,£4.4m,Chelsea (a),6%,4%,10%,N
Mendy,Leicester,MID,1%,20%,£4.3m,Bournemouth (a),4%,6%,10%,N
Kouyate,Nott'm Forest,MID,0%,50%,£4.5m,Aston Villa (H),3%,6%,10%,N
Tomkins,Crystal Palace,DEF,1%,10%,£3.9m,Leeds (H),4%,6%,10%,N
Faes,Leicester,DEF,0%,80%,£4.5m,Bournemouth (a),4%,6%,9%,N
Zanka,Brentford,DEF,1%,50%,£4.0m,Newcastle (a),3%,7%,9%,N
Guehi,Crystal Palace,DEF,2%,90%,£4.3m,Leeds (H),3%,7%,9%,N
Kurzawa,Fulham,DEF,0%,20%,£4.5m,West Ham (a),5%,5%,9%,N
Konsa,Aston Villa,DEF,0%,90%,£4.4m,Nott'm Forest (a),3%,6%,9%,N
Ream,Fulham,DEF,0%,70%,£4.5m,West Ham (a),7%,2%,9%,N
Konate,Liverpool,DEF,0%,10%,£4.8m,Arsenal (a),3%,6%,9%,N
Matip,Liverpool,DEF,1%,60%,£5.9m,Arsenal (a),3%,6%,9%,N
Varane,Man Utd,DEF,3%,70%,£4.8m,Everton (a),3%,6%,9%,N
Maitland-Niles,Southampton,MID,0%,60%,£4.8m,Man City (a),5%,4%,9%,N
Dier,Spurs,DEF,7%,90%,£5.1m,Brighton (a),3%,6%,9%,N
Struijk,Leeds,DEF,1%,70%,£4.5m,Crystal Palace (a),4%,5%,9%,N
Veltman,Brighton,DEF,5%,90%,£4.6m,Spurs (H),5%,4%,9%,N
Ward,Crystal Palace,DEF,0%,90%,£4.5m,Leeds (H),5%,4%,9%,N
Ait-Nouri,Wolves,DEF,1%,90%,£4.3m,Chelsea (a),5%,3%,9%,N
Duffy,Fulham,DEF,0%,10%,£4.4m,West Ham (a),2%,7%,9%,N
Mitchell,Crystal Palace,DEF,1%,90%,£4.5m,Leeds (H),6%,3%,9%,N
Walker-Peters,Southampton,DEF,2%,90%,£4.5m,Man City (a),6%,3%,9%,N
Senesi,Bournemouth,DEF,0%,90%,£4.5m,Leicester (H),4%,5%,9%,N
Webster,Brighton,DEF,1%,90%,£4.5m,Spurs (H),3%,6%,9%,N
Evans,Leicester,DEF,0%,90%,£4.4m,Bournemouth (a),3%,6%,9%,N
Saliba,Arsenal,DEF,27%,90%,£5.0m,Liverpool (H),3%,5%,9%,N
Andersen,Crystal Palace,DEF,3%,80%,£4.5m,Leeds (H),3%,5%,8%,N
Tarkowski,Everton,DEF,1%,90%,£4.4m,Man Utd (H),3%,5%,8%,N
Burn,Newcastle,DEF,2%,80%,£4.5m,Brentford (H),3%,5%,8%,N
Romero,Spurs,DEF,1%,90%,£4.9m,Brighton (a),3%,5%,8%,N
McKenna,Nott'm Forest,DEF,0%,90%,£4.4m,Aston Villa (H),4%,4%,8%,N
Adams,Leeds,MID,0%,90%,£5.0m,Crystal Palace (a),4%,5%,8%,N
Tosin,Fulham,DEF,0%,90%,£4.5m,West Ham (a),5%,3%,8%,N
Coady,Everton,DEF,5%,90%,£4.9m,Man Utd (H),2%,6%,8%,N
Llorente,Leeds,DEF,0%,40%,£4.5m,Crystal Palace (a),2%,6%,8%,N
Amartey,Leicester,DEF,0%,20%,£4.3m,Bournemouth (a),3%,5%,8%,N
Hill,Bournemouth,DEF,0%,20%,£4.4m,Leicester (H),4%,4%,8%,N
Bednarek,Aston Villa,DEF,0%,30%,£4.3m,Nott'm Forest (a),3%,5%,8%,N
Coleman,Everton,DEF,0%,90%,£4.5m,Man Utd (H),4%,4%,8%,N
Mbabu,Fulham,DEF,0%,20%,£4.4m,West Ham (a),4%,3%,8%,N
Diallo,Southampton,MID,1%,60%,£4.4m,Man City (a),4%,4%,8%,N
