Name,Team,Position,Ownership,Start,Price,Fixture,AnytimeAssist,AnytimeGoal,AnytimeReturn,Reserve
Broja,Chelsea,FWD,1%,20%,£5.3m,Man Utd (H),13%,31%,40%,N
Sterling,Chelsea,MID,7%,90%,£9.9m,Man Utd (H),16%,29%,40%,N
Vardy,Leicester,FWD,2%,50%,£9.2m,Wolves (a),13%,31%,40%,N
Diego Costa,Wolves,FWD,1%,60%,£5.5m,Leicester (H),13%,31%,40%,N
Odegaard,Arsenal,MID,13%,90%,£6.4m,Southampton (a),20%,25%,40%,N
Elliott,Liverpool,MID,1%,70%,£5.0m,Nott'm Forest (a),20%,24%,40%,N
Jones,Liverpool,MID,0%,30%,£4.9m,Nott'm Forest (a),24%,20%,39%,N
Gelhardt,Leeds,FWD,0%,10%,£5.2m,Fulham (H),14%,29%,39%,N
Calvert-Lewin,Everton,FWD,0%,40%,£7.9m,Crystal Palace (H),9%,32%,38%,N
Podence,Wolves,MID,1%,80%,£5.5m,Leicester (H),20%,22%,38%,N
Guedes,Wolves,MID,0%,50%,£6.0m,Leicester (H),17%,26%,38%,N
Gundogan,Man City,MID,3%,50%,£7.4m,Brighton (H),17%,25%,38%,N
Zaha,Crystal Palace,MID,23%,90%,£7.5m,Everton (a),14%,27%,37%,N
Sinisterra,Leeds,MID,1%,90%,£6.5m,Fulham (H),14%,27%,37%,N
Daka,Leicester,FWD,1%,30%,£5.7m,Wolves (a),12%,29%,37%,N
Alexander-Arnold,Liverpool,DEF,20%,80%,£7.2m,Nott'm Forest (a),28%,12%,37%,N
Buendia,Aston Villa,MID,0%,50%,£5.8m,Brentford (H),20%,20%,37%,N
Kulusevski,Spurs,MID,5%,20%,£8.0m,Newcastle (H),20%,21%,36%,N
Mount,Chelsea,MID,11%,90%,£7.7m,Man Utd (H),17%,23%,36%,N
Iheanacho,Leicester,FWD,0%,20%,£6.1m,Wolves (a),12%,27%,36%,N
Havertz,Chelsea,FWD,2%,60%,£7.7m,Man Utd (H),13%,26%,36%,N
Hwang,Wolves,MID,0%,40%,£5.7m,Leicester (H),13%,26%,36%,N
Wilson,Newcastle,FWD,3%,90%,£7.3m,Spurs (a),7%,31%,36%,N
Maupay,Everton,FWD,1%,60%,£6.1m,Crystal Palace (H),10%,29%,36%,N
Lanzini,West Ham,MID,0%,30%,£5.2m,Bournemouth (H),20%,20%,36%,N
Pulisic,Chelsea,MID,1%,20%,£5.7m,Man Utd (H),16%,23%,36%,N
Maddison,Leicester,MID,10%,80%,£8.2m,Wolves (a),16%,23%,35%,N
Bailey,Aston Villa,MID,5%,60%,£4.6m,Brentford (H),16%,22%,35%,N
Harrison,Leeds,MID,3%,80%,£6.0m,Fulham (H),16%,22%,35%,N
Fornals,West Ham,MID,1%,80%,£5.2m,Bournemouth (H),16%,22%,35%,N
Edouard,Crystal Palace,FWD,3%,60%,£5.3m,Everton (a),11%,27%,35%,N
Fabio Vieira,Arsenal,MID,0%,20%,£5.7m,Southampton (a),14%,23%,34%,N
Fernandes,Man Utd,MID,2%,90%,£9.8m,Chelsea (a),16%,20%,33%,N
Adama,Wolves,MID,0%,70%,£5.5m,Leicester (H),18%,18%,33%,N
Vinicius,Fulham,FWD,0%,10%,£5.5m,Leeds (a),9%,27%,33%,N
Aaronson,Leeds,MID,1%,90%,£5.5m,Fulham (H),20%,17%,33%,N
Martial,Man Utd,FWD,1%,10%,£6.8m,Chelsea (a),12%,24%,33%,N
Antony,Man Utd,MID,10%,90%,£7.6m,Chelsea (a),14%,21%,33%,N
Gordon,Everton,MID,2%,90%,£5.4m,Crystal Palace (H),13%,22%,32%,N
Adams,Southampton,FWD,1%,90%,£6.4m,Arsenal (H),13%,22%,32%,N
Gallagher,Chelsea,MID,1%,30%,£5.7m,Man Utd (H),16%,19%,32%,N
De Cordova-Reid,Fulham,MID,0%,90%,£5.5m,Leeds (a),16%,18%,32%,N
Barnes,Leicester,MID,2%,80%,£6.9m,Wolves (a),16%,18%,32%,N
Saint-Maximin,Newcastle,MID,4%,10%,£6.3m,Spurs (a),17%,17%,31%,N
McNeil,Everton,MID,0%,40%,£5.2m,Crystal Palace (H),18%,15%,31%,N
Robertson,Liverpool,DEF,4%,80%,£6.7m,Nott'm Forest (a),25%,8%,31%,N
Wissa,Brentford,MID,0%,50%,£5.4m,Aston Villa (a),13%,20%,31%,N
Gray,Everton,MID,1%,70%,£5.5m,Crystal Palace (H),13%,20%,31%,N
Wilson,Fulham,MID,0%,20%,£5.7m,Leeds (a),13%,20%,31%,N
Cancelo,Man City,DEF,54%,80%,£7.3m,Brighton (H),22%,10%,30%,N
Solanke,Bournemouth,FWD,4%,80%,£5.8m,West Ham (a),9%,23%,30%,N
Wood,Newcastle,FWD,1%,10%,£5.6m,Spurs (a),6%,26%,30%,N
Mbeumo,Brentford,FWD,2%,90%,£5.9m,Aston Villa (a),14%,18%,30%,N
Summerville,Leeds,MID,0%,30%,£4.4m,Fulham (H),14%,18%,30%,N
Mateta,Crystal Palace,FWD,0%,40%,£5.2m,Everton (a),9%,23%,30%,N
Lucas Moura,Spurs,MID,0%,30%,£5.8m,Newcastle (H),12%,20%,30%,N
Sancho,Man Utd,MID,5%,90%,£7.3m,Chelsea (a),16%,15%,29%,N
Rashford,Man Utd,MID,16%,90%,£6.6m,Chelsea (a),11%,20%,29%,N
Mara,Southampton,FWD,0%,30%,£5.4m,Arsenal (H),9%,21%,29%,N
Canos,Brentford,DEF,0%,20%,£5.0m,Aston Villa (a),16%,14%,28%,N
Ward-Prowse,Southampton,MID,6%,90%,£6.4m,Arsenal (H),13%,17%,28%,N
Rodri,Man City,MID,2%,90%,£5.7m,Brighton (H),16%,13%,27%,N
Perisic,Spurs,DEF,25%,80%,£5.5m,Newcastle (H),14%,14%,27%,N
McGinn,Aston Villa,MID,1%,90%,£5.2m,Brentford (H),16%,13%,27%,N
Klich,Leeds,MID,0%,20%,£4.7m,Fulham (H),16%,13%,27%,N
Damsgaard,Brentford,MID,0%,10%,£5.2m,Aston Villa (a),13%,15%,27%,N
Kebano,Fulham,MID,0%,90%,£5.4m,Leeds (a),13%,15%,27%,N
R.Sessegnon,Spurs,DEF,1%,70%,£4.5m,Newcastle (H),17%,11%,26%,N
Andreas,Fulham,MID,25%,90%,£4.6m,Leeds (a),16%,12%,26%,N
Eriksen,Man Utd,MID,3%,30%,£6.3m,Chelsea (a),16%,12%,26%,N
Neves,Wolves,MID,2%,90%,£5.5m,Leicester (H),9%,18%,26%,N
Kristensen,Leeds,DEF,0%,90%,£4.8m,Fulham (H),20%,8%,26%,N
Tsimikas,Liverpool,DEF,1%,20%,£4.5m,Nott'm Forest (a),20%,8%,26%,N
Willian,Fulham,MID,0%,80%,£5.5m,Leeds (a),13%,14%,26%,N
Milner,Liverpool,MID,1%,20%,£4.4m,Nott'm Forest (a),16%,11%,26%,N
Tielemans,Leicester,MID,2%,90%,£6.3m,Wolves (a),10%,17%,25%,N
Olise,Crystal Palace,MID,0%,80%,£5.4m,Everton (a),16%,11%,25%,N
Cairney,Fulham,MID,0%,20%,£4.7m,Leeds (a),16%,11%,25%,N
Ramsey,Aston Villa,MID,1%,90%,£5.2m,Brentford (H),8%,18%,25%,N
Christie,Bournemouth,MID,0%,80%,£5.3m,West Ham (a),14%,12%,25%,N
Fraser,Newcastle,MID,0%,30%,£5.2m,Spurs (a),12%,14%,25%,N
Fabinho,Liverpool,MID,1%,80%,£5.3m,Nott'm Forest (a),7%,18%,24%,N
Cresswell,West Ham,DEF,3%,80%,£4.8m,Bournemouth (H),18%,7%,24%,N
Xhaka,Arsenal,MID,3%,90%,£5.1m,Southampton (a),12%,13%,24%,N
Moore,Bournemouth,FWD,1%,30%,£5.5m,West Ham (a),8%,17%,24%,N
A.Armstrong,Southampton,FWD,1%,80%,£5.5m,Arsenal (H),8%,17%,24%,N
Iwobi,Everton,MID,1%,80%,£5.5m,Crystal Palace (H),14%,11%,24%,N
Thiago,Liverpool,MID,1%,80%,£5.2m,Nott'm Forest (a),12%,13%,23%,N
Bruno Guimaraes,Newcastle,MID,5%,90%,£5.7m,Spurs (a),12%,13%,23%,N
Matheus,Wolves,MID,0%,90%,£5.0m,Leicester (H),12%,13%,23%,N
Jorginho,Chelsea,MID,2%,80%,£5.9m,Man Utd (H),9%,15%,23%,N
Soucek,West Ham,MID,1%,90%,£5.3m,Bournemouth (H),9%,15%,23%,N
Tavernier,Bournemouth,MID,0%,80%,£4.9m,West Ham (a),13%,11%,23%,N
Henderson,Liverpool,MID,1%,40%,£5.3m,Nott'm Forest (a),13%,11%,23%,N
Awoniyi,Nott'm Forest,FWD,1%,20%,£5.7m,Liverpool (H),7%,17%,23%,N
Albrighton,Leicester,MID,0%,10%,£4.7m,Wolves (a),13%,11%,22%,N
Elanga,Man Utd,MID,1%,20%,£4.8m,Chelsea (a),10%,13%,22%,N
Murphy,Newcastle,MID,5%,70%,£4.3m,Spurs (a),11%,13%,22%,N
Dennis,Nott'm Forest,FWD,0%,60%,£5.8m,Liverpool (H),8%,15%,22%,N
Tierney,Arsenal,DEF,1%,40%,£4.8m,Southampton (a),16%,7%,22%,N
Surridge,Nott'm Forest,FWD,1%,10%,£4.8m,Liverpool (H),7%,15%,22%,N
Gross,Brighton,MID,18%,90%,£5.8m,Man City (a),14%,8%,22%,N
Elyounoussi,Southampton,MID,0%,70%,£5.2m,Arsenal (H),9%,13%,22%,N
Johnson,Nott'm Forest,FWD,1%,90%,£5.8m,Liverpool (H),8%,14%,22%,N
Loftus-Cheek,Chelsea,MID,0%,50%,£5.0m,Man Utd (H),12%,11%,21%,N
Eze,Crystal Palace,MID,4%,90%,£5.6m,Everton (a),12%,11%,21%,N
Billing,Bournemouth,MID,2%,90%,£5.3m,West Ham (a),9%,13%,21%,N
Trossard,Brighton,MID,19%,90%,£6.9m,Man City (a),9%,13%,21%,N
Gibbs-White,Nott'm Forest,MID,0%,70%,£5.5m,Liverpool (H),9%,13%,21%,N
A.Doucoure,Everton,MID,0%,20%,£5.3m,Crystal Palace (H),10%,12%,21%,N
Praet,Leicester,MID,0%,50%,£4.8m,Wolves (a),12%,10%,21%,N
Edozie,Southampton,MID,0%,10%,£4.8m,Arsenal (H),10%,12%,21%,N
Ayew,Crystal Palace,MID,0%,60%,£5.4m,Everton (a),11%,11%,20%,N
Zinchenko,Arsenal,DEF,9%,20%,£5.0m,Southampton (a),13%,8%,20%,N
Rice,West Ham,MID,4%,90%,£4.8m,Bournemouth (H),13%,8%,20%,N
Stanislas,Bournemouth,MID,0%,10%,£4.8m,West Ham (a),8%,13%,20%,N
Sanson,Aston Villa,MID,0%,20%,£4.4m,Brentford (H),12%,9%,20%,N
Young,Aston Villa,DEF,1%,90%,£4.4m,Brentford (H),12%,9%,20%,N
S.Armstrong,Southampton,MID,0%,60%,£4.8m,Arsenal (H),8%,13%,20%,N
Bentancur,Spurs,MID,1%,90%,£5.4m,Newcastle (H),14%,6%,20%,N
Garner,Everton,MID,0%,30%,£4.5m,Crystal Palace (H),13%,8%,20%,N
Dewsbury-Hall,Leicester,MID,1%,90%,£5.0m,Wolves (a),10%,11%,20%,N
Anthony,Bournemouth,MID,0%,30%,£5.3m,West Ham (a),9%,11%,20%,N
Lingard,Nott'm Forest,MID,2%,50%,£5.5m,Liverpool (H),8%,13%,19%,N
Welbeck,Brighton,FWD,2%,80%,£6.5m,Man City (a),6%,14%,19%,N
Downes,West Ham,MID,0%,10%,£4.3m,Bournemouth (H),10%,10%,19%,N
Aribo,Southampton,MID,1%,80%,£5.4m,Arsenal (H),6%,13%,19%,N
Trippier,Newcastle,DEF,59%,90%,£5.7m,Spurs (a),13%,7%,19%,N
Chilwell,Chelsea,DEF,5%,30%,£5.9m,Man Utd (H),12%,8%,19%,N
Schlupp,Crystal Palace,MID,0%,70%,£4.8m,Everton (a),9%,10%,19%,N
Shelvey,Newcastle,MID,0%,10%,£4.8m,Spurs (a),9%,10%,19%,N
Roca,Leeds,MID,0%,90%,£4.9m,Fulham (H),11%,8%,19%,N
Emerson Royal,Spurs,DEF,2%,70%,£4.9m,Newcastle (H),11%,8%,19%,N
Moutinho,Wolves,MID,1%,80%,£4.8m,Leicester (H),13%,6%,18%,N
Cucurella,Chelsea,DEF,10%,90%,£5.1m,Man Utd (H),14%,4%,18%,N
Undav,Brighton,FWD,0%,20%,£5.1m,Man City (a),6%,13%,18%,N
Joelinton,Newcastle,MID,1%,60%,£5.9m,Spurs (a),8%,11%,18%,N
Dendoncker,Aston Villa,MID,0%,80%,£4.7m,Brentford (H),7%,12%,18%,N
Traore,Wolves,MID,0%,40%,£4.5m,Leicester (H),9%,10%,18%,N
Jensen,Brentford,MID,2%,90%,£5.0m,Aston Villa (a),11%,8%,18%,N
Vinagre,Everton,DEF,0%,20%,£4.3m,Crystal Palace (H),11%,8%,18%,N
Almiron,Newcastle,MID,9%,90%,£5.3m,Spurs (a),6%,13%,18%,N
Hojbjerg,Spurs,MID,3%,90%,£5.6m,Newcastle (H),10%,8%,18%,N
Coufal,West Ham,DEF,1%,40%,£4.3m,Bournemouth (H),13%,5%,18%,N
Partey,Arsenal,MID,1%,90%,£4.8m,Southampton (a),8%,11%,18%,N
Van Dijk,Liverpool,DEF,14%,90%,£6.4m,Nott'm Forest (a),5%,13%,18%,N
Firpo,Leeds,DEF,0%,30%,£4.5m,Fulham (H),10%,8%,17%,N
Dasilva,Brentford,MID,5%,40%,£4.4m,Aston Villa (a),6%,12%,17%,N
Jonny,Wolves,DEF,1%,70%,£4.4m,Leicester (H),11%,7%,17%,N
Cash,Aston Villa,DEF,4%,90%,£4.6m,Brentford (H),9%,8%,17%,N
Onyeka,Brentford,MID,0%,60%,£4.8m,Aston Villa (a),9%,8%,17%,N
Doherty,Spurs,DEF,1%,30%,£4.6m,Newcastle (H),9%,8%,17%,N
Sambi,Arsenal,MID,0%,20%,£4.4m,Southampton (a),7%,10%,16%,N
Mac Allister,Brighton,MID,6%,90%,£5.7m,Man City (a),5%,12%,16%,N
Kovacic,Chelsea,MID,0%,80%,£4.9m,Man Utd (H),10%,7%,16%,N
Mykolenko,Everton,DEF,1%,90%,£4.5m,Crystal Palace (H),10%,7%,16%,N
Azpilicueta,Chelsea,DEF,2%,70%,£4.8m,Man Utd (H),12%,5%,16%,N
Shaw,Man Utd,DEF,1%,70%,£4.7m,Chelsea (a),13%,3%,16%,N
Rothwell,Bournemouth,MID,0%,20%,£4.9m,West Ham (a),11%,6%,16%,N
Milivojevic,Crystal Palace,MID,1%,20%,£4.3m,Everton (a),7%,9%,16%,N
Willock,Newcastle,MID,1%,60%,£4.9m,Spurs (a),7%,9%,16%,N
Gomez,Liverpool,DEF,2%,90%,£4.5m,Nott'm Forest (a),9%,7%,16%,N
Baptiste,Brentford,MID,0%,40%,£4.5m,Aston Villa (a),8%,8%,16%,N
Johnson,West Ham,DEF,0%,60%,£4.4m,Bournemouth (H),11%,5%,15%,N
Lewis,Man City,DEF,0%,10%,£3.9m,Brighton (H),9%,6%,15%,N
Sergio Gomez,Man City,DEF,0%,30%,£4.5m,Brighton (H),9%,6%,15%,N
Ayling,Leeds,DEF,0%,30%,£4.5m,Fulham (H),8%,8%,15%,N
Onana,Everton,MID,0%,80%,£4.9m,Crystal Palace (H),6%,9%,15%,N
Djenepo,Southampton,MID,0%,30%,£5.0m,Arsenal (H),6%,9%,15%,N
Fred,Man Utd,MID,0%,60%,£5.1m,Chelsea (a),7%,8%,15%,N
Tete,Fulham,DEF,0%,20%,£4.5m,Leeds (a),12%,3%,15%,N
Targett,Newcastle,DEF,1%,30%,£4.9m,Spurs (a),12%,3%,15%,N
Palhinha,Fulham,MID,0%,90%,£5.0m,Leeds (a),6%,8%,14%,N
Collins,Wolves,DEF,1%,80%,£4.5m,Leicester (H),6%,8%,14%,N
Emerson,West Ham,DEF,2%,40%,£4.0m,Bournemouth (H),7%,8%,14%,N
Dawson,West Ham,DEF,0%,30%,£4.8m,Bournemouth (H),4%,11%,14%,N
March,Brighton,MID,1%,90%,£5.0m,Man City (a),9%,4%,14%,N
Laporte,Man City,DEF,0%,40%,£5.8m,Brighton (H),5%,9%,14%,N
Janelt,Brentford,MID,0%,80%,£5.5m,Aston Villa (a),5%,8%,13%,N
Lallana,Brighton,MID,0%,40%,£4.9m,Man City (a),5%,8%,13%,N
Casemiro,Man Utd,MID,2%,80%,£4.9m,Chelsea (a),5%,8%,13%,N
Castagne,Leicester,DEF,4%,90%,£4.5m,Wolves (a),8%,6%,13%,N
S.Longstaff,Newcastle,MID,2%,80%,£4.4m,Spurs (a),6%,8%,13%,N
Gabriel,Arsenal,DEF,10%,90%,£5.1m,Southampton (a),4%,9%,13%,N
Struijk,Leeds,DEF,1%,70%,£4.5m,Fulham (H),5%,8%,13%,N
McTominay,Man Utd,MID,0%,40%,£4.9m,Chelsea (a),5%,8%,13%,N
Davies,Everton,MID,0%,20%,£4.9m,Crystal Palace (H),5%,8%,13%,N
Tomiyasu,Arsenal,DEF,1%,50%,£4.2m,Southampton (a),9%,3%,13%,N
Henry,Brentford,DEF,1%,90%,£4.5m,Aston Villa (a),7%,6%,13%,N
Riedewald,Crystal Palace,MID,0%,10%,£4.4m,Everton (a),7%,6%,13%,N
Semedo,Wolves,DEF,0%,60%,£5.0m,Leicester (H),7%,6%,13%,N
Konate,Liverpool,DEF,0%,20%,£4.8m,Nott'm Forest (a),5%,8%,12%,N
Ake,Man City,DEF,1%,80%,£5.0m,Brighton (H),5%,8%,12%,N
Reed,Fulham,MID,1%,90%,£4.5m,Leeds (a),7%,5%,12%,N
N.Williams,Nott'm Forest,DEF,25%,80%,£4.1m,Liverpool (H),7%,5%,12%,N
Perraud,Southampton,DEF,0%,80%,£4.4m,Arsenal (H),7%,5%,12%,N
Justin,Leicester,DEF,2%,90%,£4.3m,Wolves (a),8%,5%,12%,N
Bissouma,Spurs,MID,0%,40%,£4.7m,Newcastle (H),6%,7%,12%,N
Lamptey,Brighton,DEF,1%,30%,£4.3m,Man City (a),9%,4%,12%,N
Gueye,Everton,MID,0%,80%,£5.0m,Crystal Palace (H),7%,5%,12%,N
Roerslev,Brentford,DEF,0%,40%,£4.3m,Aston Villa (a),7%,5%,12%,N
Saliba,Arsenal,DEF,30%,90%,£5.1m,Southampton (a),4%,8%,12%,N
Robinson,Fulham,DEF,0%,90%,£4.4m,Leeds (a),9%,3%,12%,N
Dalot,Man Utd,DEF,9%,90%,£4.6m,Chelsea (a),8%,4%,12%,N
Adams,Leeds,MID,0%,90%,£5.0m,Fulham (H),5%,7%,12%,N
Akanji,Man City,DEF,1%,80%,£5.0m,Brighton (H),5%,7%,12%,N
Dias,Man City,DEF,9%,80%,£5.9m,Brighton (H),5%,7%,12%,N
Kehrer,West Ham,DEF,0%,90%,£4.5m,Bournemouth (H),5%,7%,12%,N
Chambers,Aston Villa,DEF,0%,30%,£4.3m,Brentford (H),5%,7%,11%,N
Chalobah,Chelsea,DEF,1%,50%,£4.7m,Man Utd (H),5%,7%,11%,N
C.Doucoure,Crystal Palace,MID,0%,90%,£5.0m,Everton (a),5%,6%,11%,N
Zanka,Brentford,DEF,1%,60%,£4.0m,Aston Villa (a),3%,8%,11%,N
Zemura,Bournemouth,DEF,0%,40%,£4.4m,West Ham (a),6%,5%,11%,N
O'Brien,Nott'm Forest,MID,0%,10%,£4.9m,Liverpool (H),6%,5%,11%,N
Zouma,West Ham,DEF,2%,90%,£4.5m,Bournemouth (H),3%,8%,11%,N
Kilman,Wolves,DEF,3%,90%,£4.6m,Leicester (H),5%,6%,11%,N
Keane,Everton,DEF,0%,20%,£4.2m,Crystal Palace (H),3%,8%,11%,N
Llorente,Leeds,DEF,0%,40%,£4.5m,Fulham (H),3%,8%,11%,N
Aurier,Nott'm Forest,DEF,0%,70%,£4.5m,Liverpool (H),6%,4%,11%,N
Mangala,Nott'm Forest,MID,0%,30%,£4.9m,Liverpool (H),6%,4%,11%,N
Lerma,Bournemouth,MID,1%,80%,£4.9m,West Ham (a),6%,5%,11%,N
Koulibaly,Chelsea,DEF,9%,80%,£5.5m,Man Utd (H),3%,7%,10%,N
Fredericks,Bournemouth,DEF,0%,80%,£4.4m,West Ham (a),7%,3%,10%,N
Malacia,Man Utd,DEF,3%,30%,£4.4m,Chelsea (a),7%,3%,10%,N
Walker-Peters,Southampton,DEF,1%,70%,£4.5m,Arsenal (H),7%,3%,10%,N
Ream,Fulham,DEF,0%,80%,£4.5m,Leeds (a),8%,2%,10%,N
Davies,Spurs,DEF,1%,70%,£4.9m,Newcastle (H),6%,4%,10%,N
Yates,Nott'm Forest,MID,0%,80%,£5.0m,Liverpool (H),3%,7%,10%,N
Soumare,Leicester,MID,1%,80%,£4.4m,Wolves (a),6%,4%,10%,N
Gilmour,Brighton,MID,1%,20%,£4.4m,Man City (a),5%,5%,10%,N
Tosin,Fulham,DEF,0%,50%,£4.5m,Leeds (a),5%,5%,10%,N
Estupinan,Brighton,DEF,1%,70%,£4.5m,Man City (a),7%,3%,10%,N
Caicedo,Brighton,MID,0%,90%,£5.0m,Man City (a),5%,5%,10%,N
Freuler,Nott'm Forest,MID,0%,80%,£5.0m,Liverpool (H),5%,5%,10%,N
Konsa,Aston Villa,DEF,0%,90%,£4.4m,Brentford (H),3%,7%,10%,N
Mings,Aston Villa,DEF,5%,70%,£4.4m,Brentford (H),3%,7%,10%,N
Schar,Newcastle,DEF,12%,90%,£4.9m,Spurs (a),3%,7%,10%,N
Thomas,Leicester,DEF,0%,20%,£4.3m,Wolves (a),5%,5%,10%,N
Diallo,Southampton,MID,1%,90%,£4.3m,Arsenal (H),5%,5%,10%,N
Thiago Silva,Chelsea,DEF,7%,80%,£5.4m,Man Utd (H),3%,7%,9%,N
Coady,Everton,DEF,6%,90%,£4.9m,Crystal Palace (H),3%,7%,9%,N
Toti,Wolves,DEF,2%,30%,£3.9m,Leicester (H),3%,6%,9%,N
Holding,Arsenal,DEF,0%,20%,£4.2m,Southampton (a),3%,6%,9%,N
Dier,Spurs,DEF,11%,90%,£5.3m,Newcastle (H),3%,6%,9%,N
Coleman,Everton,DEF,0%,90%,£4.5m,Crystal Palace (H),4%,5%,9%,N
Mbabu,Fulham,DEF,0%,10%,£4.4m,Leeds (a),5%,4%,9%,N
Renan Lodi,Nott'm Forest,DEF,0%,50%,£4.4m,Liverpool (H),5%,4%,9%,N
Tarkowski,Everton,DEF,1%,90%,£4.4m,Crystal Palace (H),3%,6%,9%,N
Cooper,Leeds,DEF,0%,60%,£4.4m,Fulham (H),3%,6%,9%,N
Bednarek,Aston Villa,DEF,0%,30%,£4.3m,Brentford (H),3%,6%,9%,N
Mee,Brentford,DEF,4%,90%,£4.5m,Aston Villa (a),2%,6%,8%,N
Koch,Leeds,DEF,0%,80%,£4.5m,Fulham (H),3%,5%,8%,N
Faes,Leicester,DEF,0%,90%,£4.5m,Wolves (a),3%,5%,8%,N
Romero,Spurs,DEF,2%,90%,£4.9m,Newcastle (H),3%,5%,8%,N
Andersen,Crystal Palace,DEF,3%,90%,£4.5m,Everton (a),3%,5%,8%,N
Sanchez,Spurs,DEF,1%,10%,£4.4m,Newcastle (H),3%,5%,8%,N
Mendy,Leicester,MID,1%,20%,£4.3m,Wolves (a),3%,4%,8%,N
Mitchell,Crystal Palace,DEF,1%,90%,£4.5m,Everton (a),5%,3%,8%,N
Lyanco,Southampton,DEF,0%,40%,£4.4m,Arsenal (H),2%,5%,8%,N
White,Arsenal,DEF,6%,90%,£4.5m,Southampton (a),4%,3%,8%,N
Lenglet,Spurs,DEF,0%,40%,£4.8m,Newcastle (H),3%,5%,8%,N
Guehi,Crystal Palace,DEF,4%,90%,£4.4m,Everton (a),2%,5%,7%,N
Martinez,Man Utd,DEF,6%,90%,£4.5m,Chelsea (a),3%,4%,7%,N
Ajer,Brentford,DEF,0%,60%,£4.5m,Aston Villa (a),3%,4%,7%,N
Pinnock,Brentford,DEF,0%,90%,£4.4m,Aston Villa (a),3%,4%,7%,N
Diop,Fulham,DEF,0%,70%,£4.3m,Leeds (a),3%,4%,7%,N
Senesi,Bournemouth,DEF,0%,90%,£4.5m,West Ham (a),3%,4%,7%,N
Kouyate,Nott'm Forest,MID,0%,70%,£4.5m,Liverpool (H),2%,4%,7%,N
Botman,Newcastle,DEF,2%,80%,£4.4m,Spurs (a),2%,4%,6%,N
Lascelles,Newcastle,DEF,0%,20%,£4.3m,Spurs (a),2%,4%,6%,N
Ward,Crystal Palace,DEF,1%,90%,£4.5m,Everton (a),4%,2%,6%,N
Colwill,Brighton,DEF,0%,10%,£4.4m,Man City (a),3%,3%,6%,N
Varane,Man Utd,DEF,3%,90%,£4.8m,Chelsea (a),3%,3%,6%,N
Amartey,Leicester,DEF,0%,90%,£4.3m,Wolves (a),2%,4%,6%,N
Dunk,Brighton,DEF,6%,90%,£4.7m,Man City (a),2%,4%,6%,N
McKenna,Nott'm Forest,DEF,0%,90%,£4.4m,Liverpool (H),3%,3%,6%,N
Caleta-Car,Southampton,DEF,0%,80%,£4.5m,Arsenal (H),2%,4%,6%,N
